name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.01098,0.00008,0.00059,0.00147,0.00189,0.00090,0.00018,6.667,40.0,53.33,45,2022/12/09
BBC,0.03303,0.00009,0.00078,0.00041,0.02276,0.00025,0.00719,20.45,50.0,29.55,44,2022/12/09
Fox News,0.03164,0.00008,0.00057,0.00155,0.01190,0.00325,0.00529,13.5,40.49,46.01,163,2022/12/09
NBC News,0.02717,0.00011,0.00045,0.00944,0.00591,0.00084,0.00671,13.64,36.36,50.0,66,2022/12/09
New York Post,0.02531,0.00007,0.00073,0.00057,0.01821,0.00030,0.00016,25.0,16.67,58.33,36,2022/12/09
Newsmax,0.01714,0.00006,0.00047,0.00093,0.01029,0.00136,0.00009,4.0,58.0,38.0,50,2022/12/09
Newsweek,0.02599,0.00011,0.00070,0.00357,0.00815,0.00704,0.00027,9.524,40.95,49.52,105,2022/12/09
One America News Network (OAN),0.00597,0.00008,0.00046,0.00041,0.00097,0.00022,0.00438,16.67,50.0,33.33,36,2022/12/09
Reuters,0.01426,0.00011,0.00966,0.00081,0.00126,0.00015,0.00022,9.302,41.86,48.84,43,2022/12/09
The Epoch Times,0.00234,0.00027,0.00181,0.00076,0.00184,0.00028,0.00039,11.54,60.58,27.88,104,2022/12/09
The Guardian (US),0.02269,0.00008,0.00075,0.00158,0.00437,0.00121,0.00892,22.45,32.65,44.9,98,2022/12/09
The Hill,0.04367,0.00008,0.00041,0.01819,0.01705,0.00054,0.00025,4.878,39.02,56.1,41,2022/12/09
The New York Times,0.02031,0.00010,0.00044,0.00310,0.01341,0.00025,0.00011,20.59,42.65,36.76,68,2022/12/09
The Wall Street Journal,0.00299,0.00010,0.00066,0.00034,0.00137,0.00021,0.00022,17.39,49.28,33.33,69,2022/12/09
The Washington Post,0.00789,0.00006,0.00062,0.00051,0.00236,0.00043,0.00011,15.05,40.86,44.09,93,2022/12/09
The Washington Times,0.01766,0.00015,0.00062,0.01363,0.00272,0.00025,0.00024,6.061,18.18,75.76,33,2022/12/09
Washington Examiner,0.02232,0.00010,0.00075,0.00829,0.00439,0.00148,0.00024,13.64,42.42,43.94,66,2022/12/09
