name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.00549,0.00014,0.00065,0.00250,0.00107,0.00075,0.00020,12.0,46.0,42.0,50,2022/08/30
BBC,0.01307,0.00010,0.00060,0.00210,0.00158,0.00300,0.00017,15.56,44.44,40.0,45,2022/08/30
Fox News,0.02507,0.00007,0.00158,0.00082,0.01273,0.00051,0.00147,13.87,39.88,46.24,173,2022/08/30
NBC News,0.02054,0.00009,0.00046,0.01075,0.00324,0.00050,0.00021,7.812,40.62,51.56,64,2022/08/30
New York Post,0.04160,0.00010,0.00192,0.00045,0.01308,0.00345,0.00445,16.67,22.22,61.11,36,2022/08/30
Newsmax,0.00538,0.00015,0.00100,0.00071,0.00130,0.00213,0.00007,4.0,48.0,48.0,50,2022/08/30
Newsweek,0.02810,0.00028,0.00357,0.00794,0.01368,0.00126,0.00108,7.843,40.2,51.96,102,2022/08/30
One America News Network (OAN),0.00091,0.00007,0.00054,0.00026,0.00059,0.00007,0.00005,6.897,48.28,44.83,29,2022/08/30
Reuters,0.00404,0.00005,0.00038,0.00068,0.00067,0.00040,0.00014,12.82,41.03,46.15,39,2022/08/30
The Epoch Times,0.00734,0.00010,0.00077,0.00113,0.00176,0.00109,0.00012,11.11,55.56,33.33,99,2022/08/30
The Guardian (US),0.01372,0.00009,0.00051,0.00361,0.00385,0.00235,0.00091,20.43,34.41,45.16,93,2022/08/30
The Hill,0.01507,0.00004,0.00041,0.00111,0.00552,0.00042,0.00029,6.667,44.44,48.89,45,2022/08/30
The New York Times,0.02847,0.00027,0.00126,0.01026,0.01107,0.00077,0.00480,17.91,43.28,38.81,67,2022/08/30
The Wall Street Journal,0.00258,0.00008,0.00057,0.00027,0.00058,0.00072,0.00007,7.463,64.18,28.36,67,2022/08/30
The Washington Post,0.03251,0.00006,0.00047,0.00182,0.01895,0.00084,0.00333,8.889,34.44,56.67,90,2022/08/30
The Washington Times,0.02569,0.00022,0.00039,0.02192,0.00285,0.00033,0.00016,8.824,20.59,70.59,34,2022/08/30
Washington Examiner,0.04493,0.00043,0.00226,0.00725,0.00833,0.00380,0.01802,4.615,44.62,50.77,65,2022/08/30
