name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.00857,0.00007,0.00046,0.00146,0.00164,0.00118,0.00010,14.0,40.0,46.0,50,2022/08/25
BBC,0.02344,0.00009,0.00097,0.00415,0.01210,0.00032,0.00015,13.95,34.88,51.16,43,2022/08/25
Fox News,0.02591,0.00011,0.00062,0.00285,0.01353,0.00274,0.00036,13.33,47.27,39.39,165,2022/08/25
NBC News,0.03506,0.00011,0.00046,0.01816,0.00670,0.00031,0.00345,8.955,43.28,47.76,67,2022/08/25
New York Post,0.06124,0.00022,0.00255,0.00154,0.01967,0.00458,0.02262,30.0,32.5,37.5,40,2022/08/25
Newsmax,0.00397,0.00011,0.00101,0.00075,0.00145,0.00033,0.00008,0.00000,60.0,40.0,50,2022/08/25
Newsweek,0.02153,0.00010,0.00073,0.00337,0.00769,0.00187,0.00016,2.941,54.9,42.16,102,2022/08/25
One America News Network (OAN),0.00253,0.00006,0.00052,0.00021,0.00102,0.00028,0.00006,10.34,51.72,37.93,29,2022/08/25
Reuters,0.01178,0.00006,0.00040,0.00261,0.00138,0.00066,0.00401,8.571,40.0,51.43,35,2022/08/25
The Epoch Times,0.00667,0.00008,0.00076,0.00140,0.00326,0.00011,0.00021,11.11,57.58,31.31,99,2022/08/25
The Guardian (US),0.02453,0.00013,0.00116,0.00160,0.00820,0.00150,0.00240,10.64,38.3,51.06,94,2022/08/25
The Hill,0.00664,0.00004,0.00023,0.00166,0.00187,0.00052,0.00008,4.651,44.19,51.16,43,2022/08/25
The New York Times,0.01899,0.00009,0.00061,0.00109,0.00497,0.00416,0.00313,12.12,54.55,33.33,66,2022/08/25
The Wall Street Journal,0.00069,0.00008,0.00055,0.00021,0.00057,0.00008,0.00004,7.246,69.57,23.19,69,2022/08/25
The Washington Post,0.02028,0.00005,0.00036,0.00092,0.00993,0.00163,0.00103,10.0,36.36,53.64,110,2022/08/25
The Washington Times,0.00471,0.00005,0.00039,0.00038,0.00103,0.00063,0.00064,20.59,47.06,32.35,34,2022/08/25
Washington Examiner,0.04403,0.00013,0.00055,0.01146,0.00618,0.01504,0.00019,4.688,40.62,54.69,64,2022/08/25
