name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.02630,0.00007,0.00044,0.00308,0.01168,0.00078,0.00035,16.33,34.69,48.98,49,2022/08/21
BBC,0.01608,0.00010,0.00083,0.00145,0.00635,0.00233,0.00012,19.15,46.81,34.04,47,2022/08/21
Fox News,0.02359,0.00009,0.00136,0.00111,0.00707,0.00102,0.00149,9.877,42.59,47.53,162,2022/08/21
NBC News,0.05669,0.00043,0.00396,0.04369,0.02485,0.00087,0.00251,8.197,21.31,70.49,61,2022/08/21
New York Post,0.06300,0.00028,0.00377,0.00074,0.01580,0.00573,0.02553,16.28,34.88,48.84,43,2022/08/21
Newsmax,0.02529,0.00011,0.00083,0.00160,0.00275,0.00199,0.01070,2.0,44.0,54.0,50,2022/08/21
Newsweek,0.02912,0.00015,0.00103,0.00763,0.00445,0.00180,0.00628,13.95,44.19,41.86,86,2022/08/21
One America News Network (OAN),0.00787,0.00009,0.00112,0.00035,0.00328,0.00015,0.00077,3.448,51.72,44.83,29,2022/08/21
Reuters,0.03451,0.00014,0.00058,0.00542,0.00893,0.00069,0.01426,5.882,38.24,55.88,34,2022/08/21
The Epoch Times,0.01400,0.00016,0.00086,0.00046,0.00242,0.00230,0.00660,7.843,53.92,38.24,102,2022/08/21
The Guardian (US),0.03794,0.00013,0.00084,0.00684,0.01356,0.00723,0.00053,9.375,36.46,54.17,96,2022/08/21
The Hill,0.01015,0.00005,0.00033,0.00741,0.00120,0.00028,0.00011,11.63,41.86,46.51,43,2022/08/21
The New York Times,0.01703,0.00010,0.00098,0.00104,0.00204,0.00152,0.00698,7.463,58.21,34.33,67,2022/08/21
The Wall Street Journal,0.00723,0.00007,0.00063,0.00040,0.00128,0.00042,0.00005,16.67,56.06,27.27,66,2022/08/21
The Washington Post,0.02460,0.00006,0.00050,0.00537,0.01306,0.00139,0.00044,22.45,37.76,39.8,98,2022/08/21
The Washington Times,0.03013,0.00006,0.00031,0.00524,0.00143,0.00529,0.01056,5.405,27.03,67.57,37,2022/08/21
Washington Examiner,0.05895,0.00027,0.00087,0.01367,0.02970,0.00664,0.00279,10.77,41.54,47.69,65,2022/08/21
