name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Fox News,0.03061,0.00013,0.00101,0.00360,0.01338,0.00159,0.00037,22.96,31.85,45.19,135,2023/12/11
NBC News,0.03887,0.00065,0.00515,0.03291,0.01533,0.00120,0.00427,21.28,29.79,48.94,47,2023/12/11
New York Post,0.06075,0.00031,0.01504,0.01173,0.00386,0.00745,0.01043,17.78,28.89,53.33,45,2023/12/11
Newsmax,0.02828,0.00027,0.00176,0.01593,0.00908,0.00320,0.00087,7.843,39.22,52.94,51,2023/12/11
One America News Network (OAN),0.00255,0.00007,0.00036,0.00039,0.00050,0.00035,0.00026,17.39,43.48,39.13,23,2023/12/11
The Epoch Times,0.00467,0.00008,0.00068,0.00073,0.00149,0.00062,0.00019,7.487,55.61,36.9,187,2023/12/11
The Hill,0.01440,0.00006,0.00093,0.00052,0.00573,0.00097,0.00158,0.00000,42.86,57.14,28,2023/12/11
The Wall Street Journal,0.02530,0.00009,0.00637,0.00071,0.00837,0.00162,0.00008,6.154,58.46,35.38,65,2023/12/11
The Washington Times,0.02308,0.00010,0.00085,0.00243,0.00814,0.00353,0.00012,15.0,41.25,43.75,80,2023/12/11
Washington Examiner,0.01500,0.00005,0.00027,0.00366,0.00102,0.00624,0.00010,10.53,38.6,50.88,57,2023/12/11
