name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Fox News,0.03749,0.00015,0.00126,0.00600,0.01574,0.00118,0.00533,18.31,35.92,45.77,142,2023/12/02
NBC News,0.03750,0.00029,0.00071,0.02453,0.00622,0.00205,0.00042,9.091,28.79,62.12,66,2023/12/02
New York Post,0.04964,0.00075,0.02292,0.00273,0.00831,0.00115,0.02219,22.22,22.22,55.56,45,2023/12/02
Newsmax,0.01006,0.00008,0.00066,0.00095,0.00430,0.00074,0.00009,0.00000,54.0,46.0,50,2023/12/02
Reuters,0.00380,0.00005,0.00031,0.00034,0.00044,0.00047,0.00008,19.51,36.59,43.9,41,2023/12/02
The Epoch Times,0.01206,0.00012,0.00077,0.00421,0.00349,0.00143,0.00041,8.466,52.38,39.15,189,2023/12/02
The Hill,0.06386,0.00004,0.00035,0.00021,0.05546,0.00049,0.00010,0.00000,42.86,57.14,28,2023/12/02
The New York Times,0.01933,0.00021,0.00204,0.00340,0.00673,0.00031,0.00024,12.96,62.96,24.07,54,2023/12/02
The Wall Street Journal,0.01420,0.00009,0.00031,0.00170,0.00052,0.00986,0.00012,10.61,62.12,27.27,66,2023/12/02
The Washington Times,0.01516,0.00006,0.00042,0.00867,0.00254,0.00029,0.00018,11.25,38.75,50.0,80,2023/12/02
Washington Examiner,0.02067,0.00003,0.00023,0.00513,0.01507,0.00023,0.00010,8.065,29.03,62.9,62,2023/12/02
