name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Fox News,0.02619,0.00008,0.00046,0.00059,0.00720,0.00628,0.00388,16.08,32.87,51.05,143,2023/12/31
NBC News,0.03456,0.00009,0.00043,0.01544,0.00244,0.00798,0.00113,19.05,36.51,44.44,63,2023/12/31
New York Post,0.06486,0.00063,0.02134,0.00176,0.01206,0.00212,0.02402,17.78,24.44,57.78,45,2023/12/31
Newsmax,0.04445,0.00046,0.00216,0.02815,0.01308,0.00323,0.00142,0.00000,54.0,46.0,50,2023/12/31
One America News Network (OAN),0.01919,0.00007,0.00049,0.00675,0.00298,0.00102,0.00021,8.696,39.13,52.17,23,2023/12/31
The Epoch Times,0.00751,0.00009,0.00066,0.00096,0.00118,0.00110,0.00051,10.8,53.98,35.23,176,2023/12/31
The Hill,0.00312,0.00003,0.00024,0.00030,0.00104,0.00028,0.00007,3.846,38.46,57.69,26,2023/12/31
The Wall Street Journal,0.00500,0.00012,0.00074,0.00233,0.00072,0.00013,0.00027,10.61,69.7,19.7,66,2023/12/31
The Washington Times,0.03394,0.00014,0.00070,0.02533,0.00423,0.00276,0.00025,13.51,39.19,47.3,74,2023/12/31
Washington Examiner,0.02698,0.00007,0.00036,0.00493,0.00196,0.00791,0.00023,10.17,35.59,54.24,59,2023/12/31
