name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Fox News,0.02464,0.00009,0.00052,0.00499,0.00499,0.00225,0.00032,14.69,39.16,46.15,143,2023/12/01
NBC News,0.03547,0.00014,0.00041,0.02283,0.00520,0.00117,0.00027,15.09,26.42,58.49,53,2023/12/01
New York Post,0.10152,0.00017,0.00138,0.01234,0.07606,0.00117,0.00349,20.0,26.67,53.33,45,2023/12/01
Newsmax,0.00408,0.00023,0.00178,0.00115,0.00200,0.00033,0.00010,2.0,42.0,56.0,50,2023/12/01
One America News Network (OAN),0.02561,0.00008,0.00052,0.00026,0.02265,0.00012,0.00007,4.545,54.55,40.91,22,2023/12/01
Reuters,0.01061,0.00007,0.00050,0.00324,0.00092,0.00089,0.00008,13.33,46.67,40.0,45,2023/12/01
The Epoch Times,0.01176,0.00013,0.00094,0.00246,0.00458,0.00080,0.00271,10.27,53.51,36.22,185,2023/12/01
The Hill,0.06158,0.00021,0.01423,0.00029,0.00632,0.02444,0.00662,3.846,57.69,38.46,26,2023/12/01
The Wall Street Journal,0.00710,0.00004,0.00033,0.00036,0.00217,0.00010,0.00018,11.94,53.73,34.33,67,2023/12/01
The Washington Times,0.01168,0.00006,0.00045,0.00471,0.00200,0.00033,0.00041,7.792,49.35,42.86,77,2023/12/01
Washington Examiner,0.01907,0.00013,0.00130,0.00572,0.00324,0.00368,0.00045,7.143,35.71,57.14,56,2023/12/01
