name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Fox News,0.02233,0.00008,0.00050,0.00242,0.00219,0.00309,0.00364,14.38,35.62,50.0,146,2023/12/05
NBC News,0.04672,0.00037,0.00090,0.02430,0.00353,0.00118,0.01252,5.556,42.59,51.85,54,2023/12/05
New York Post,0.02536,0.00013,0.00068,0.00353,0.00671,0.00332,0.00032,22.22,26.67,51.11,45,2023/12/05
Newsmax,0.02835,0.00017,0.00141,0.00126,0.00596,0.00169,0.00404,2.0,48.0,50.0,50,2023/12/05
One America News Network (OAN),0.00185,0.00012,0.00038,0.00031,0.00068,0.00029,0.00015,8.696,56.52,34.78,23,2023/12/05
Reuters,0.01784,0.00009,0.00057,0.00359,0.00464,0.00365,0.00019,14.58,43.75,41.67,48,2023/12/05
The Epoch Times,0.00717,0.00012,0.00090,0.00194,0.00172,0.00132,0.00010,7.568,52.97,39.46,185,2023/12/05
The Hill,0.05908,0.00006,0.00055,0.00037,0.03619,0.00153,0.00876,7.407,40.74,51.85,27,2023/12/05
The Wall Street Journal,0.00519,0.00005,0.00039,0.00038,0.00073,0.00023,0.00085,15.38,55.38,29.23,65,2023/12/05
The Washington Times,0.00284,0.00009,0.00067,0.00073,0.00108,0.00013,0.00009,9.211,43.42,47.37,76,2023/12/05
Washington Examiner,0.05434,0.00011,0.00067,0.01259,0.01291,0.00336,0.00618,7.273,29.09,63.64,55,2023/12/05
