name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Fox News,0.02655,0.00010,0.00068,0.00591,0.01316,0.00138,0.00100,22.6,35.62,41.78,146,2023/12/12
NBC News,0.04978,0.00065,0.00505,0.03420,0.01515,0.00143,0.00786,24.0,26.0,50.0,50,2023/12/12
New York Post,0.04992,0.00017,0.00161,0.00153,0.02238,0.00694,0.00264,24.44,22.22,53.33,45,2023/12/12
Newsmax,0.00593,0.00012,0.00100,0.00061,0.00165,0.00068,0.00047,7.843,45.1,47.06,51,2023/12/12
One America News Network (OAN),0.00286,0.00010,0.00070,0.00028,0.00113,0.00068,0.00008,13.04,47.83,39.13,23,2023/12/12
The Epoch Times,0.00271,0.00014,0.00100,0.00063,0.00144,0.00032,0.00008,8.065,55.38,36.56,186,2023/12/12
The Hill,0.00799,0.00007,0.00110,0.00084,0.00178,0.00024,0.00094,0.00000,53.85,46.15,26,2023/12/12
The Wall Street Journal,0.01214,0.00009,0.00062,0.00047,0.00213,0.00740,0.00012,15.38,50.77,33.85,65,2023/12/12
The Washington Times,0.03477,0.00009,0.00073,0.00243,0.00734,0.00444,0.00629,12.99,33.77,53.25,77,2023/12/12
Washington Examiner,0.01365,0.00004,0.00031,0.00496,0.00339,0.00014,0.00191,3.333,31.67,65.0,60,2023/12/12
