name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Fox News,0.02472,0.00013,0.00056,0.01063,0.00451,0.00301,0.00039,20.69,33.79,45.52,145,2023/12/13
NBC News,0.02534,0.00009,0.00046,0.01121,0.00183,0.00028,0.00776,17.65,29.41,52.94,51,2023/12/13
New York Post,0.03216,0.00006,0.00077,0.00353,0.00787,0.00243,0.00070,13.33,40.0,46.67,45,2023/12/13
Newsmax,0.00688,0.00009,0.00072,0.00126,0.00097,0.00048,0.00098,2.0,48.0,50.0,50,2023/12/13
One America News Network (OAN),0.02718,0.00014,0.00085,0.00215,0.00118,0.00334,0.01529,8.696,52.17,39.13,23,2023/12/13
The Epoch Times,0.00339,0.00011,0.00071,0.00069,0.00120,0.00022,0.00076,13.19,56.59,30.22,182,2023/12/13
The Hill,0.02854,0.00009,0.00049,0.01659,0.00612,0.00079,0.00013,3.448,58.62,37.93,29,2023/12/13
The Wall Street Journal,0.00500,0.00012,0.00081,0.00039,0.00444,0.00012,0.00007,7.463,67.16,25.37,67,2023/12/13
The Washington Times,0.03389,0.00010,0.00074,0.00705,0.01682,0.00097,0.00150,9.524,47.62,42.86,84,2023/12/13
Washington Examiner,0.01458,0.00007,0.00037,0.00685,0.00270,0.00110,0.00013,8.772,49.12,42.11,57,2023/12/13
