name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Fox News,0.01675,0.00006,0.00047,0.00219,0.00657,0.00162,0.00013,22.07,33.1,44.83,145,2023/12/26
NBC News,0.01626,0.00008,0.00033,0.01201,0.00279,0.00021,0.00021,25.45,32.73,41.82,55,2023/12/26
New York Post,0.03333,0.00014,0.01370,0.00380,0.00572,0.00127,0.00030,17.78,26.67,55.56,45,2023/12/26
Newsmax,0.02343,0.00014,0.00098,0.01595,0.00516,0.00107,0.00338,4.0,38.0,58.0,50,2023/12/26
One America News Network (OAN),0.01320,0.00006,0.00056,0.00570,0.00293,0.00010,0.00007,8.696,43.48,47.83,23,2023/12/26
The Epoch Times,0.01222,0.00016,0.00377,0.00161,0.00200,0.00041,0.00135,12.5,45.11,42.39,184,2023/12/26
The Hill,0.08788,0.00026,0.00120,0.00830,0.01985,0.04217,0.00027,8.333,25.0,66.67,24,2023/12/26
The Wall Street Journal,0.00471,0.00006,0.00043,0.00038,0.00063,0.00017,0.00387,20.0,60.0,20.0,65,2023/12/26
The Washington Times,0.04077,0.00015,0.00150,0.00741,0.00571,0.01580,0.00033,12.66,36.71,50.63,79,2023/12/26
Washington Examiner,0.00953,0.00005,0.00046,0.00064,0.00547,0.00037,0.00009,14.29,42.86,42.86,56,2023/12/26
