name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Fox News,0.02024,0.00010,0.00072,0.00376,0.00521,0.00077,0.00019,17.61,31.69,50.7,142,2023/12/09
NBC News,0.05014,0.00063,0.00488,0.03597,0.02060,0.00128,0.00407,20.0,32.0,48.0,50,2023/12/09
New York Post,0.07232,0.00043,0.01722,0.00465,0.04119,0.00078,0.01706,24.44,28.89,46.67,45,2023/12/09
Newsmax,0.00907,0.00009,0.00058,0.00169,0.00112,0.00131,0.00019,2.0,46.0,52.0,50,2023/12/09
The Epoch Times,0.00388,0.00011,0.00091,0.00057,0.00154,0.00057,0.00040,10.06,56.98,32.96,179,2023/12/09
The Hill,0.01284,0.00004,0.00025,0.00593,0.00257,0.00014,0.00005,7.407,55.56,37.04,27,2023/12/09
The New York Times,0.03215,0.00012,0.00089,0.00135,0.01275,0.00049,0.00981,9.804,54.9,35.29,51,2023/12/09
The Wall Street Journal,0.00494,0.00006,0.00049,0.00070,0.00166,0.00023,0.00006,11.94,61.19,26.87,67,2023/12/09
The Washington Times,0.03567,0.00009,0.00042,0.00465,0.00977,0.00547,0.00198,25.0,38.1,36.9,84,2023/12/09
Washington Examiner,0.03442,0.00015,0.01445,0.00265,0.00739,0.00606,0.00351,6.557,44.26,49.18,61,2023/12/09
