name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Fox News,0.02784,0.00008,0.00049,0.00269,0.01003,0.00230,0.00353,18.54,33.77,47.68,151,2023/12/07
NBC News,0.03014,0.00013,0.00046,0.01018,0.00813,0.00106,0.00501,16.67,27.08,56.25,48,2023/12/07
New York Post,0.07501,0.00197,0.02316,0.00269,0.05710,0.00075,0.00336,22.22,8.889,68.89,45,2023/12/07
Newsmax,0.02817,0.00012,0.00080,0.00462,0.00566,0.00534,0.00012,0.00000,52.0,48.0,50,2023/12/07
One America News Network (OAN),0.00861,0.00018,0.00134,0.00072,0.00421,0.00025,0.00184,13.04,43.48,43.48,23,2023/12/07
The Epoch Times,0.01401,0.00011,0.00084,0.00098,0.00520,0.00063,0.00385,10.7,51.34,37.97,187,2023/12/07
The Hill,0.03061,0.00010,0.01869,0.00021,0.00740,0.00015,0.00025,3.846,42.31,53.85,26,2023/12/07
The Wall Street Journal,0.00315,0.00009,0.00074,0.00024,0.00226,0.00017,0.00006,13.85,60.0,26.15,65,2023/12/07
The Washington Times,0.00938,0.00007,0.00036,0.00276,0.00248,0.00015,0.00007,10.0,51.25,38.75,80,2023/12/07
Washington Examiner,0.01569,0.00004,0.00025,0.00203,0.00492,0.00239,0.00025,10.53,45.61,43.86,57,2023/12/07
