name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Fox News,0.01911,0.00027,0.00069,0.00213,0.00457,0.00088,0.00447,16.42,43.28,40.3,134,2023/12/28
NBC News,0.00735,0.00007,0.00039,0.00341,0.00133,0.00032,0.00010,15.69,39.22,45.1,51,2023/12/28
New York Post,0.02969,0.00007,0.00043,0.00119,0.01076,0.00210,0.00026,15.56,31.11,53.33,45,2023/12/28
Newsmax,0.00955,0.00019,0.00067,0.00329,0.00162,0.00063,0.00016,1.961,45.1,52.94,51,2023/12/28
One America News Network (OAN),0.01265,0.00008,0.00043,0.00618,0.00250,0.00015,0.00008,8.696,52.17,39.13,23,2023/12/28
The Epoch Times,0.01737,0.00012,0.00362,0.00388,0.00704,0.00032,0.00011,10.16,49.73,40.11,187,2023/12/28
The Hill,0.03826,0.00005,0.00036,0.00105,0.03345,0.00041,0.00019,0.00000,44.44,55.56,27,2023/12/28
The Wall Street Journal,0.00387,0.00005,0.00042,0.00045,0.00071,0.00036,0.00007,12.12,62.12,25.76,66,2023/12/28
The Washington Times,0.03057,0.00013,0.00071,0.00779,0.00756,0.00447,0.00085,12.5,46.25,41.25,80,2023/12/28
Washington Examiner,0.01087,0.00008,0.00033,0.00791,0.00109,0.00024,0.00011,6.897,39.66,53.45,58,2023/12/28
