name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Fox News,0.01914,0.00018,0.00057,0.00827,0.00701,0.00065,0.00047,16.31,43.97,39.72,141,2023/12/29
NBC News,0.04995,0.00017,0.00112,0.01938,0.00280,0.00872,0.01188,21.15,42.31,36.54,52,2023/12/29
New York Post,0.06537,0.00069,0.02946,0.00605,0.01868,0.00849,0.00293,15.56,40.0,44.44,45,2023/12/29
Newsmax,0.00825,0.00012,0.00159,0.00155,0.00148,0.00073,0.00031,1.961,49.02,49.02,51,2023/12/29
One America News Network (OAN),0.04736,0.00016,0.00133,0.00662,0.02584,0.00183,0.00011,8.696,43.48,47.83,23,2023/12/29
The Epoch Times,0.01017,0.00017,0.00122,0.00278,0.00205,0.00043,0.00019,8.197,53.55,38.25,183,2023/12/29
The Hill,0.04135,0.00020,0.00143,0.00159,0.01243,0.02866,0.00018,0.00000,48.15,51.85,27,2023/12/29
The Wall Street Journal,0.01437,0.00010,0.00638,0.00025,0.00179,0.00014,0.00009,12.12,63.64,24.24,66,2023/12/29
The Washington Times,0.02710,0.00009,0.00046,0.01237,0.00234,0.00509,0.00014,20.51,34.62,44.87,78,2023/12/29
Washington Examiner,0.03148,0.00013,0.00190,0.00561,0.00716,0.00042,0.00241,7.547,41.51,50.94,53,2023/12/29
