name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.00558,0.00005,0.00025,0.00091,0.00050,0.00157,0.00007,12.0,32.0,56.0,50,2023/01/07
BBC,0.03794,0.00010,0.00058,0.00537,0.00267,0.01551,0.00052,13.64,52.27,34.09,44,2023/01/07
Fox News,0.01711,0.00005,0.00049,0.00078,0.00872,0.00092,0.00023,13.92,42.41,43.67,158,2023/01/07
NBC News,0.03790,0.00011,0.00048,0.01018,0.00856,0.00194,0.00370,11.29,35.48,53.23,62,2023/01/07
New York Post,0.05898,0.00013,0.00160,0.01757,0.00775,0.01040,0.01442,22.73,22.73,54.55,44,2023/01/07
Newsmax,0.01421,0.00010,0.00073,0.00391,0.00125,0.00178,0.00013,6.0,38.0,56.0,50,2023/01/07
Newsweek,0.04436,0.00008,0.00057,0.00652,0.02572,0.00201,0.00029,10.1,43.43,46.46,99,2023/01/07
One America News Network (OAN),0.01213,0.00010,0.00060,0.00137,0.00111,0.00145,0.00118,10.71,50.0,39.29,28,2023/01/07
Reuters,0.00780,0.00007,0.00032,0.00374,0.00046,0.00174,0.00010,16.67,36.67,46.67,30,2023/01/07
The Epoch Times,0.00808,0.00020,0.00129,0.00100,0.00161,0.00082,0.00204,10.38,55.66,33.96,106,2023/01/07
The Guardian (US),0.01841,0.00016,0.00135,0.00621,0.00503,0.00092,0.00110,20.83,31.25,47.92,96,2023/01/07
The Hill,0.00213,0.00004,0.00030,0.00014,0.00076,0.00016,0.00007,15.22,56.52,28.26,46,2023/01/07
The New York Times,0.01490,0.00007,0.00041,0.00086,0.00289,0.00523,0.00009,11.27,59.15,29.58,71,2023/01/07
The Wall Street Journal,0.00282,0.00011,0.00085,0.00027,0.00198,0.00015,0.00007,14.49,71.01,14.49,69,2023/01/07
The Washington Post,0.04616,0.00007,0.00054,0.01190,0.02770,0.00082,0.00020,12.63,43.16,44.21,95,2023/01/07
The Washington Times,0.04053,0.00004,0.00031,0.00334,0.02390,0.00096,0.00014,11.76,41.18,47.06,34,2023/01/07
Washington Examiner,0.02781,0.00007,0.00063,0.00471,0.01858,0.00048,0.00011,6.061,39.39,54.55,66,2023/01/07
