name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.02477,0.00010,0.00092,0.00123,0.01790,0.00067,0.00017,14.29,38.78,46.94,49,2023/01/19
BBC,0.00351,0.00021,0.00151,0.00079,0.00184,0.00023,0.00015,15.91,50.0,34.09,44,2023/01/19
Fox News,0.03521,0.00023,0.01063,0.00246,0.01451,0.00231,0.00364,7.595,41.77,50.63,158,2023/01/19
NBC News,0.02762,0.00013,0.00055,0.02014,0.00497,0.00043,0.00250,4.478,31.34,64.18,67,2023/01/19
New York Post,0.02931,0.00007,0.00065,0.00146,0.00717,0.00016,0.01279,15.0,32.5,52.5,40,2023/01/19
Newsmax,0.00576,0.00005,0.00032,0.00039,0.00060,0.00039,0.00186,4.0,56.0,40.0,50,2023/01/19
Newsweek,0.03051,0.00017,0.00209,0.00698,0.00997,0.00367,0.00869,2.752,51.38,45.87,109,2023/01/19
One America News Network (OAN),0.00379,0.00007,0.00047,0.00093,0.00076,0.00028,0.00009,10.71,46.43,42.86,28,2023/01/19
Reuters,0.00262,0.00004,0.00025,0.00027,0.00108,0.00012,0.00004,10.0,42.5,47.5,40,2023/01/19
The Epoch Times,0.00823,0.00016,0.00111,0.00069,0.00180,0.00164,0.00039,10.0,64.55,25.45,110,2023/01/19
The Guardian (US),0.04165,0.00026,0.00482,0.00835,0.01947,0.00230,0.00264,15.31,34.69,50.0,98,2023/01/19
The Hill,0.05572,0.00005,0.00037,0.00053,0.03921,0.00112,0.00033,7.317,29.27,63.41,41,2023/01/19
The New York Times,0.00812,0.00005,0.00038,0.00057,0.00293,0.00040,0.00012,7.576,48.48,43.94,66,2023/01/19
The Wall Street Journal,0.00706,0.00009,0.00063,0.00042,0.00094,0.00378,0.00007,10.45,64.18,25.37,67,2023/01/19
The Washington Post,0.00939,0.00006,0.00034,0.00237,0.00200,0.00181,0.00012,7.921,34.65,57.43,101,2023/01/19
The Washington Times,0.01278,0.00005,0.00033,0.00621,0.00395,0.00013,0.00010,2.778,27.78,69.44,36,2023/01/19
Washington Examiner,0.03007,0.00008,0.00049,0.00524,0.01410,0.00044,0.00078,7.692,35.38,56.92,65,2023/01/19
