name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.01692,0.00011,0.00067,0.00097,0.00148,0.00082,0.00723,12.0,46.0,42.0,50,2023/01/14
BBC,0.01569,0.00010,0.00079,0.00218,0.00330,0.00145,0.00019,6.25,50.0,43.75,48,2023/01/14
Fox News,0.02478,0.00009,0.00083,0.00105,0.00402,0.00372,0.00885,12.8,42.07,45.12,164,2023/01/14
NBC News,0.03514,0.00016,0.00064,0.02045,0.00384,0.00070,0.00271,6.667,38.33,55.0,60,2023/01/14
New York Post,0.05552,0.00033,0.00330,0.00876,0.00599,0.02406,0.00272,25.0,22.73,52.27,44,2023/01/14
Newsmax,0.01194,0.00008,0.00063,0.00174,0.00551,0.00038,0.00012,4.0,52.0,44.0,50,2023/01/14
Newsweek,0.00394,0.00005,0.00031,0.00059,0.00069,0.00060,0.00009,7.527,50.54,41.94,93,2023/01/14
One America News Network (OAN),0.00939,0.00012,0.00097,0.00079,0.00157,0.00134,0.00091,10.71,67.86,21.43,28,2023/01/14
Reuters,0.02390,0.00009,0.00050,0.00424,0.00141,0.00711,0.00009,12.2,46.34,41.46,41,2023/01/14
The Epoch Times,0.01076,0.00015,0.00117,0.00101,0.00827,0.00030,0.00010,11.88,56.44,31.68,101,2023/01/14
The Guardian (US),0.04201,0.00017,0.00527,0.00105,0.02492,0.00135,0.00141,11.46,36.46,52.08,96,2023/01/14
The Hill,0.04077,0.00005,0.00039,0.01594,0.01904,0.00033,0.00041,2.564,53.85,43.59,39,2023/01/14
The New York Times,0.01991,0.00009,0.00074,0.00120,0.00381,0.00492,0.00018,18.84,47.83,33.33,69,2023/01/14
The Wall Street Journal,0.00895,0.00006,0.00039,0.00055,0.00569,0.00011,0.00008,13.43,62.69,23.88,67,2023/01/14
The Washington Post,0.03034,0.00008,0.00061,0.00184,0.00776,0.00188,0.01034,10.31,42.27,47.42,97,2023/01/14
The Washington Times,0.00542,0.00004,0.00030,0.00042,0.00358,0.00009,0.00005,11.11,36.11,52.78,36,2023/01/14
Washington Examiner,0.03690,0.00011,0.00064,0.00524,0.00251,0.01040,0.00564,3.175,38.1,58.73,63,2023/01/14
