name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.03181,0.00009,0.00057,0.00516,0.01835,0.00037,0.00929,9.302,44.19,46.51,43,2022/01/20
BBC,0.01250,0.00014,0.00104,0.00422,0.00209,0.00136,0.00014,14.29,42.86,42.86,49,2022/01/20
Fox News,0.02310,0.00008,0.00063,0.00300,0.01590,0.00041,0.00022,15.25,41.53,43.22,118,2022/01/20
NBC News,0.00674,0.00007,0.00055,0.00187,0.00155,0.00073,0.00055,8.824,39.71,51.47,68,2022/01/20
New York Post,0.09555,0.00016,0.00085,0.02277,0.05204,0.00074,0.00806,17.24,24.14,58.62,29,2022/01/20
Newsmax,0.00434,0.00006,0.00048,0.00070,0.00101,0.00032,0.00012,0.00000,50.0,50.0,38,2022/01/20
Newsweek,0.01734,0.00008,0.00063,0.00163,0.00802,0.00015,0.00496,14.89,43.62,41.49,94,2022/01/20
One America News Network (OAN),0.00097,0.00004,0.00024,0.00018,0.00040,0.00006,0.00003,24.0,36.0,40.0,25,2022/01/20
Reuters,0.00217,0.00003,0.00018,0.00024,0.00044,0.00008,0.00004,0.00000,40.0,60.0,5,2022/01/20
The Epoch Times,0.00562,0.00018,0.00124,0.00083,0.00160,0.00051,0.00131,14.29,55.1,30.61,98,2022/01/20
The Guardian (US),0.01976,0.00009,0.00077,0.00082,0.01405,0.00083,0.00019,8.989,30.34,60.67,89,2022/01/20
The Hill,0.00380,0.00004,0.00029,0.00017,0.00161,0.00045,0.00007,3.333,43.33,53.33,30,2022/01/20
The New York Times,0.01757,0.00018,0.00126,0.00727,0.00597,0.00042,0.00023,9.722,55.56,34.72,72,2022/01/20
The Wall Street Journal,0.01208,0.00008,0.00055,0.00288,0.00290,0.00024,0.00071,9.091,65.15,25.76,66,2022/01/20
The Washington Post,0.01269,0.00005,0.00032,0.00046,0.00668,0.00081,0.00013,15.09,41.51,43.4,106,2022/01/20
The Washington Times,0.04812,0.00010,0.00094,0.02686,0.01103,0.00066,0.00085,12.0,20.0,68.0,25,2022/01/20
Washington Examiner,0.01490,0.00005,0.00034,0.00026,0.00637,0.00047,0.00406,1.515,37.88,60.61,66,2022/01/20
