name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.01345,0.00009,0.00125,0.00092,0.00416,0.00032,0.00017,20.51,33.33,46.15,39,2022/01/03
BBC,0.04088,0.00022,0.00145,0.00818,0.01061,0.00160,0.01613,22.0,46.0,32.0,50,2022/01/03
Fox News,0.01022,0.00007,0.00047,0.00098,0.00129,0.00136,0.00403,17.97,53.91,28.12,128,2022/01/03
NBC News,0.01510,0.00007,0.00043,0.00978,0.00248,0.00029,0.00013,19.12,35.29,45.59,68,2022/01/03
New York Post,0.02544,0.00020,0.00116,0.00082,0.00508,0.01444,0.00077,7.143,42.86,50.0,28,2022/01/03
Newsmax,0.01944,0.00021,0.00154,0.00082,0.00333,0.00276,0.00746,2.703,48.65,48.65,37,2022/01/03
Newsweek,0.00863,0.00007,0.00043,0.00040,0.00092,0.00150,0.00259,8.642,45.68,45.68,81,2022/01/03
One America News Network (OAN),0.01807,0.00009,0.00058,0.00065,0.00086,0.00935,0.00009,14.29,39.29,46.43,28,2022/01/03
The Epoch Times,0.00186,0.00008,0.00057,0.00029,0.00061,0.00024,0.00007,16.0,52.0,32.0,100,2022/01/03
The Guardian (US),0.03128,0.00015,0.00087,0.00235,0.01304,0.00077,0.01034,9.89,39.56,50.55,91,2022/01/03
The Hill,0.00421,0.00004,0.00026,0.00016,0.00110,0.00100,0.00008,0.00000,60.0,40.0,30,2022/01/03
The New York Times,0.02203,0.00008,0.00240,0.00066,0.01489,0.00058,0.00042,14.29,55.56,30.16,63,2022/01/03
The Wall Street Journal,0.00420,0.00005,0.00035,0.00064,0.00186,0.00011,0.00004,17.91,58.21,23.88,67,2022/01/03
The Washington Post,0.02343,0.00006,0.00038,0.00043,0.01402,0.00359,0.00012,23.91,34.78,41.3,92,2022/01/03
The Washington Times,0.05627,0.00009,0.00052,0.00045,0.00602,0.01430,0.01865,8.0,36.0,56.0,25,2022/01/03
Washington Examiner,0.00807,0.00019,0.00155,0.00071,0.00434,0.00061,0.00020,7.576,39.39,53.03,66,2022/01/03
