name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.03536,0.00008,0.00098,0.00033,0.03247,0.00038,0.00015,15.91,47.73,36.36,44,2022/01/12
BBC,0.02988,0.00008,0.00067,0.00057,0.02119,0.00088,0.00012,22.0,44.0,34.0,50,2022/01/12
Fox News,0.02036,0.00013,0.00144,0.00271,0.01214,0.00035,0.00075,19.17,40.0,40.83,120,2022/01/12
NBC News,0.03837,0.00020,0.00075,0.01399,0.00806,0.00160,0.00267,19.7,42.42,37.88,66,2022/01/12
New York Post,0.02395,0.00013,0.01243,0.00034,0.00456,0.00026,0.00250,7.143,32.14,60.71,28,2022/01/12
Newsmax,0.06077,0.00012,0.00093,0.00114,0.05279,0.00095,0.00016,2.632,39.47,57.89,38,2022/01/12
Newsweek,0.00686,0.00011,0.00072,0.00208,0.00287,0.00016,0.00013,10.75,49.46,39.78,93,2022/01/12
One America News Network (OAN),0.00190,0.00007,0.00061,0.00052,0.00073,0.00012,0.00006,7.143,60.71,32.14,28,2022/01/12
The Epoch Times,0.00417,0.00018,0.00128,0.00068,0.00137,0.00020,0.00183,10.58,57.69,31.73,104,2022/01/12
The Guardian (US),0.03473,0.00019,0.00092,0.01203,0.00928,0.00120,0.00320,10.53,34.74,54.74,95,2022/01/12
The Hill,0.05661,0.00004,0.00060,0.00018,0.05015,0.00049,0.00010,3.333,43.33,53.33,30,2022/01/12
The New York Times,0.01788,0.00023,0.00156,0.00083,0.00624,0.00830,0.00016,6.154,64.62,29.23,65,2022/01/12
The Wall Street Journal,0.00862,0.00007,0.00070,0.00187,0.00186,0.00069,0.00009,10.77,64.62,24.62,65,2022/01/12
The Washington Post,0.03537,0.00010,0.00051,0.02028,0.01341,0.00047,0.00022,11.11,38.46,50.43,117,2022/01/12
The Washington Times,0.06084,0.00007,0.00061,0.01378,0.04329,0.00160,0.00024,4.348,39.13,56.52,23,2022/01/12
Washington Examiner,0.03428,0.00007,0.00044,0.00401,0.01844,0.00124,0.00032,4.478,47.76,47.76,67,2022/01/12
