name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.00628,0.00006,0.00037,0.00070,0.00117,0.00131,0.00015,13.51,35.14,51.35,37,2022/03/23
BBC,0.03583,0.00011,0.00089,0.00348,0.02703,0.00106,0.00020,12.24,44.9,42.86,49,2022/03/23
Fox News,0.01393,0.00008,0.00068,0.00441,0.00229,0.00155,0.00123,14.29,42.06,43.65,126,2022/03/23
NBC News,0.03001,0.00012,0.00043,0.01640,0.00255,0.00326,0.00030,6.667,35.0,58.33,60,2022/03/23
New York Post,0.06169,0.00016,0.00128,0.01458,0.01758,0.00140,0.00627,18.75,25.0,56.25,32,2022/03/23
Newsmax,0.01458,0.00009,0.00056,0.00052,0.00526,0.00164,0.00008,2.703,45.95,51.35,37,2022/03/23
Newsweek,0.03821,0.00020,0.00116,0.01122,0.01563,0.00036,0.00103,10.64,46.81,42.55,94,2022/03/23
One America News Network (OAN),0.04776,0.00023,0.00803,0.00627,0.00350,0.00144,0.02966,28.0,48.0,24.0,25,2022/03/23
Reuters,0.00916,0.00005,0.00028,0.00334,0.00059,0.00180,0.00010,9.434,41.51,49.06,53,2022/03/23
The Epoch Times,0.01467,0.00020,0.00140,0.00157,0.00321,0.00030,0.00591,9.091,52.73,38.18,110,2022/03/23
The Guardian (US),0.04923,0.00120,0.00888,0.01627,0.00874,0.00213,0.01995,8.081,27.27,64.65,99,2022/03/23
The Hill,0.03484,0.00010,0.00063,0.00042,0.00112,0.00194,0.02566,0.00000,43.33,56.67,30,2022/03/23
The New York Times,0.02642,0.00013,0.00136,0.00986,0.00544,0.00045,0.00063,8.824,52.94,38.24,68,2022/03/23
The Wall Street Journal,0.00320,0.00012,0.00077,0.00068,0.00112,0.00021,0.00010,7.692,53.85,38.46,65,2022/03/23
The Washington Post,0.01831,0.00013,0.00051,0.00440,0.00279,0.00157,0.00469,14.29,33.93,51.79,112,2022/03/23
The Washington Times,0.01151,0.00006,0.00046,0.00204,0.00114,0.00157,0.00195,6.667,30.0,63.33,30,2022/03/23
Washington Examiner,0.03303,0.00010,0.00082,0.00969,0.00490,0.00867,0.00188,7.576,34.85,57.58,66,2022/03/23
