name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.00355,0.00014,0.00114,0.00042,0.00199,0.00054,0.00014,15.56,46.67,37.78,45,2023/05/17
Fox News,0.02896,0.00007,0.00045,0.00621,0.00703,0.00040,0.00935,9.155,35.92,54.93,142,2023/05/17
Newsweek,0.01758,0.00014,0.00177,0.00142,0.00178,0.00084,0.00436,12.0,30.67,57.33,75,2023/05/17
One America News Network (OAN),0.00377,0.00005,0.00029,0.00071,0.00040,0.00021,0.00004,15.38,42.31,42.31,26,2023/05/17
Reuters,0.00367,0.00005,0.00031,0.00035,0.00079,0.00043,0.00006,8.163,46.94,44.9,49,2023/05/17
The Epoch Times,0.00713,0.00015,0.00103,0.00114,0.00194,0.00116,0.00008,13.64,50.91,35.45,110,2023/05/17
The Guardian (US),0.02206,0.00009,0.00064,0.00758,0.00453,0.00297,0.00031,14.0,29.0,57.0,100,2023/05/17
The New York Times,0.01045,0.00013,0.00103,0.00172,0.00285,0.00133,0.00017,10.71,55.36,33.93,56,2023/05/17
The Wall Street Journal,0.00320,0.00006,0.00060,0.00039,0.00076,0.00018,0.00022,15.15,54.55,30.3,66,2023/05/17
The Washington Post,0.01614,0.00006,0.00039,0.00276,0.00833,0.00012,0.00011,15.31,39.8,44.9,98,2023/05/17
Washington Examiner,0.01809,0.00010,0.00079,0.01492,0.00676,0.00037,0.00024,1.667,40.0,58.33,60,2023/05/17
