name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.02454,0.00008,0.00064,0.00499,0.00317,0.00100,0.00596,14.58,43.75,41.67,48,2023/05/10
BBC,0.04019,0.00020,0.00176,0.00644,0.00942,0.00042,0.01344,13.33,46.67,40.0,45,2023/05/10
Fox News,0.01854,0.00007,0.00056,0.00061,0.00478,0.00119,0.00285,12.5,40.97,46.53,144,2023/05/10
New York Post,0.02433,0.00007,0.00152,0.00027,0.00471,0.00023,0.00828,24.44,28.89,46.67,45,2023/05/10
Newsmax,0.01425,0.00014,0.00113,0.00088,0.00454,0.00026,0.00071,3.922,50.98,45.1,51,2023/05/10
Newsweek,0.04187,0.00019,0.00138,0.01832,0.00973,0.00078,0.00375,9.459,43.24,47.3,74,2023/05/10
One America News Network (OAN),0.01229,0.00006,0.00044,0.00203,0.00309,0.00013,0.00386,11.54,65.38,23.08,26,2023/05/10
Reuters,0.02941,0.00005,0.00034,0.01122,0.00204,0.00036,0.00598,15.56,37.78,46.67,45,2023/05/10
The Epoch Times,0.02079,0.00020,0.00149,0.00699,0.00456,0.00075,0.00463,10.81,51.35,37.84,111,2023/05/10
The Guardian (US),0.05908,0.00018,0.00163,0.02173,0.01742,0.00338,0.01339,15.62,29.17,55.21,96,2023/05/10
The Hill,0.04267,0.00007,0.00043,0.00048,0.00190,0.00017,0.02112,7.317,41.46,51.22,41,2023/05/10
The New York Times,0.04452,0.00025,0.00197,0.00839,0.02488,0.00182,0.00210,9.259,46.3,44.44,54,2023/05/10
The Wall Street Journal,0.00260,0.00007,0.00047,0.00031,0.00066,0.00009,0.00043,12.12,57.58,30.3,66,2023/05/10
The Washington Post,0.02165,0.00009,0.00050,0.00366,0.00502,0.00177,0.00277,13.27,37.76,48.98,98,2023/05/10
The Washington Times,0.01027,0.00005,0.00034,0.00055,0.00559,0.00016,0.00118,18.18,31.82,50.0,44,2023/05/10
Washington Examiner,0.01879,0.00007,0.00683,0.00045,0.00309,0.00016,0.00340,4.839,41.94,53.23,62,2023/05/10
