name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.01895,0.00006,0.00047,0.00658,0.00390,0.00036,0.00118,12.0,42.0,46.0,50,2023/05/03
BBC,0.03727,0.00023,0.00138,0.00158,0.00377,0.02134,0.00048,14.58,43.75,41.67,48,2023/05/03
NBC News,0.05752,0.00017,0.00134,0.02834,0.00376,0.01135,0.00120,9.091,34.85,56.06,66,2023/05/03
New York Post,0.10091,0.00043,0.02707,0.00385,0.03276,0.00334,0.02063,15.56,24.44,60.0,45,2023/05/03
Newsweek,0.01570,0.00009,0.00066,0.00424,0.00518,0.00203,0.00015,12.82,46.15,41.03,78,2023/05/03
The Guardian (US),0.02413,0.00021,0.00115,0.00777,0.00675,0.00228,0.00105,10.31,30.93,58.76,97,2023/05/03
The New York Times,0.02304,0.00020,0.00140,0.00651,0.00666,0.00079,0.00029,5.882,58.82,35.29,51,2023/05/03
The Wall Street Journal,0.00527,0.00008,0.00083,0.00044,0.00314,0.00011,0.00010,18.46,55.38,26.15,65,2023/05/03
The Washington Post,0.00741,0.00006,0.00037,0.00332,0.00166,0.00023,0.00010,15.53,41.75,42.72,103,2023/05/03
Washington Examiner,0.02574,0.00006,0.00027,0.00195,0.01410,0.00297,0.00014,3.279,32.79,63.93,61,2023/05/03
