name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.01330,0.00019,0.00113,0.00866,0.00238,0.00048,0.00014,16.0,38.0,46.0,50,2023/05/07
NBC News,0.02189,0.00010,0.00055,0.01502,0.00227,0.00022,0.00033,10.0,41.43,48.57,70,2023/05/07
New York Post,0.04292,0.00013,0.00219,0.01625,0.00616,0.00078,0.01038,17.78,42.22,40.0,45,2023/05/07
Newsmax,0.01306,0.00031,0.00211,0.00854,0.00333,0.00034,0.00014,8.163,55.1,36.73,49,2023/05/07
Newsweek,0.03270,0.00017,0.00135,0.00746,0.01564,0.00074,0.00039,12.99,35.06,51.95,77,2023/05/07
One America News Network (OAN),0.00080,0.00008,0.00066,0.00019,0.00081,0.00009,0.00005,23.08,30.77,46.15,26,2023/05/07
Reuters,0.01333,0.00008,0.00062,0.00046,0.00404,0.00266,0.00011,24.32,21.62,54.05,37,2023/05/07
The Epoch Times,0.00755,0.00022,0.00151,0.00528,0.00261,0.00041,0.00012,12.38,52.38,35.24,105,2023/05/07
The Guardian (US),0.04901,0.00020,0.00304,0.00211,0.00791,0.00186,0.02120,17.2,34.41,48.39,93,2023/05/07
The Hill,0.00661,0.00007,0.00031,0.00262,0.00244,0.00015,0.00010,4.878,56.1,39.02,41,2023/05/07
The New York Times,0.04390,0.00017,0.00111,0.00529,0.01929,0.00970,0.00017,7.692,50.77,41.54,65,2023/05/07
The Wall Street Journal,0.00438,0.00006,0.00044,0.00064,0.00063,0.00137,0.00006,21.54,55.38,23.08,65,2023/05/07
The Washington Post,0.01271,0.00010,0.00292,0.00154,0.00106,0.00018,0.00172,17.78,48.89,33.33,90,2023/05/07
The Washington Times,0.01074,0.00007,0.00039,0.00237,0.00348,0.00037,0.00013,9.524,45.24,45.24,42,2023/05/07
Washington Examiner,0.00768,0.00004,0.00029,0.00049,0.00411,0.00057,0.00008,4.615,47.69,47.69,65,2023/05/07
