name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.03197,0.00015,0.00071,0.00224,0.00899,0.00193,0.01471,18.0,46.0,36.0,50,2023/05/13
BBC,0.02440,0.00021,0.00228,0.00488,0.00303,0.00222,0.00058,17.02,46.81,36.17,47,2023/05/13
Fox News,0.04649,0.00024,0.00747,0.01900,0.01825,0.00128,0.00372,15.97,36.81,47.22,144,2023/05/13
NBC News,0.02768,0.00016,0.00077,0.01591,0.00529,0.00174,0.00115,14.93,35.82,49.25,67,2023/05/13
New York Post,0.04439,0.00024,0.01747,0.01129,0.00918,0.00065,0.00276,15.56,35.56,48.89,45,2023/05/13
Newsmax,0.02924,0.00010,0.00046,0.01359,0.00908,0.00833,0.00012,3.922,54.9,41.18,51,2023/05/13
Newsweek,0.03084,0.00023,0.00234,0.00091,0.00315,0.00766,0.00879,9.211,43.42,47.37,76,2023/05/13
One America News Network (OAN),0.00574,0.00007,0.00086,0.00045,0.00145,0.00021,0.00104,7.692,38.46,53.85,26,2023/05/13
Reuters,0.01077,0.00007,0.00040,0.00241,0.00088,0.00117,0.00005,13.95,37.21,48.84,43,2023/05/13
The Epoch Times,0.00601,0.00024,0.00177,0.00231,0.00229,0.00057,0.00011,15.53,45.63,38.83,103,2023/05/13
The Guardian (US),0.04419,0.00028,0.00209,0.01295,0.01934,0.00154,0.00363,11.46,38.54,50.0,96,2023/05/13
The Hill,0.00629,0.00003,0.00023,0.00027,0.00160,0.00012,0.00008,4.651,34.88,60.47,43,2023/05/13
The New York Times,0.00396,0.00011,0.00089,0.00048,0.00142,0.00023,0.00027,10.77,58.46,30.77,65,2023/05/13
The Wall Street Journal,0.01912,0.00009,0.00067,0.00077,0.00291,0.00736,0.00030,13.64,56.06,30.3,66,2023/05/13
The Washington Post,0.01385,0.00004,0.00046,0.00045,0.00424,0.00333,0.00043,18.18,46.59,35.23,88,2023/05/13
The Washington Times,0.00460,0.00004,0.00029,0.00030,0.00065,0.00053,0.00019,9.524,38.1,52.38,42,2023/05/13
Washington Examiner,0.00958,0.00004,0.00030,0.00023,0.00295,0.00061,0.00016,18.75,28.12,53.12,64,2023/05/13
