name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.03893,0.00041,0.00067,0.03640,0.00475,0.00121,0.00051,10.0,34.0,56.0,50,2023/05/31
BBC,0.01902,0.00013,0.00086,0.00194,0.00335,0.00062,0.00940,17.78,42.22,40.0,45,2023/05/31
Fox News,0.06185,0.00045,0.00680,0.02001,0.02002,0.00062,0.01558,9.489,31.39,59.12,137,2023/05/31
NBC News,0.03096,0.00012,0.00062,0.01060,0.00232,0.00109,0.00739,9.677,33.87,56.45,62,2023/05/31
New York Post,0.03880,0.00017,0.01073,0.00062,0.01578,0.00221,0.01538,13.33,37.78,48.89,45,2023/05/31
Newsmax,0.00834,0.00011,0.00079,0.00099,0.00100,0.00238,0.00010,3.922,54.9,41.18,51,2023/05/31
Newsweek,0.00652,0.00010,0.00072,0.00090,0.00266,0.00023,0.00010,11.43,48.57,40.0,70,2023/05/31
One America News Network (OAN),0.00163,0.00016,0.00124,0.00037,0.00119,0.00031,0.00010,23.08,46.15,30.77,26,2023/05/31
Reuters,0.00219,0.00014,0.00098,0.00077,0.00126,0.00016,0.00009,13.95,55.81,30.23,43,2023/05/31
The Epoch Times,0.00718,0.00023,0.00159,0.00408,0.00189,0.00050,0.00022,11.21,48.6,40.19,107,2023/05/31
The Guardian (US),0.02677,0.00031,0.00264,0.00275,0.00583,0.00089,0.01035,12.12,35.35,52.53,99,2023/05/31
The Hill,0.01444,0.00005,0.00031,0.00961,0.00140,0.00040,0.00009,8.333,41.67,50.0,36,2023/05/31
The New York Times,0.00547,0.00020,0.00177,0.00052,0.00296,0.00068,0.00011,9.615,55.77,34.62,52,2023/05/31
The Wall Street Journal,0.00136,0.00006,0.00044,0.00028,0.00064,0.00009,0.00006,16.92,63.08,20.0,65,2023/05/31
The Washington Post,0.02764,0.00009,0.00116,0.00415,0.00659,0.00041,0.00695,15.46,40.21,44.33,97,2023/05/31
The Washington Times,0.05845,0.00013,0.00087,0.00855,0.01805,0.00506,0.00807,12.33,35.62,52.05,73,2023/05/31
Washington Examiner,0.01311,0.00012,0.00352,0.00275,0.00373,0.00022,0.00016,10.94,34.38,54.69,64,2023/05/31
