name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.00995,0.00007,0.00029,0.00656,0.00097,0.00078,0.00013,16.0,34.0,50.0,50,2023/05/30
BBC,0.00893,0.00007,0.00043,0.00061,0.00091,0.00292,0.00011,13.33,53.33,33.33,45,2023/05/30
Fox News,0.03097,0.00009,0.00204,0.00327,0.01361,0.00078,0.00536,22.38,32.17,45.45,143,2023/05/30
NBC News,0.01662,0.00009,0.00051,0.00667,0.00336,0.00043,0.00020,10.0,24.29,65.71,70,2023/05/30
New York Post,0.05219,0.00011,0.00130,0.00121,0.03788,0.00127,0.00241,26.67,20.0,53.33,45,2023/05/30
Newsmax,0.02238,0.00015,0.00105,0.00088,0.00533,0.01259,0.00012,4.082,51.02,44.9,49,2023/05/30
Newsweek,0.01926,0.00008,0.00079,0.00060,0.01140,0.00020,0.00010,7.143,47.14,45.71,70,2023/05/30
One America News Network (OAN),0.00125,0.00012,0.00089,0.00044,0.00094,0.00012,0.00008,23.08,38.46,38.46,26,2023/05/30
Reuters,0.03144,0.00008,0.00035,0.00878,0.01287,0.00121,0.00019,17.07,36.59,46.34,41,2023/05/30
The Epoch Times,0.00670,0.00020,0.00141,0.00290,0.00199,0.00061,0.00024,13.46,47.12,39.42,104,2023/05/30
The Guardian (US),0.02951,0.00030,0.00242,0.01030,0.00741,0.00130,0.01002,11.22,38.78,50.0,98,2023/05/30
The Hill,0.06322,0.00008,0.00034,0.01226,0.04947,0.00041,0.00016,5.405,37.84,56.76,37,2023/05/30
The New York Times,0.00902,0.00012,0.00088,0.00050,0.00303,0.00116,0.00010,6.667,51.67,41.67,60,2023/05/30
The Wall Street Journal,0.00232,0.00008,0.00054,0.00069,0.00064,0.00025,0.00005,16.92,60.0,23.08,65,2023/05/30
The Washington Post,0.02865,0.00017,0.00066,0.01091,0.00723,0.00130,0.00369,12.09,36.26,51.65,91,2023/05/30
The Washington Times,0.03021,0.00010,0.00049,0.01065,0.00836,0.00558,0.00018,12.68,38.03,49.3,71,2023/05/30
Washington Examiner,0.01288,0.00011,0.00050,0.00564,0.00364,0.00027,0.00018,12.9,48.39,38.71,62,2023/05/30
