name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.00971,0.00008,0.00054,0.00108,0.00172,0.00059,0.00011,16.33,32.65,51.02,49,2023/05/22
BBC,0.00581,0.00012,0.00096,0.00045,0.00286,0.00036,0.00017,13.95,55.81,30.23,43,2023/05/22
Fox News,0.01770,0.00009,0.00055,0.00153,0.00771,0.00175,0.00189,12.59,40.0,47.41,135,2023/05/22
NBC News,0.03349,0.00029,0.00111,0.02053,0.00553,0.00065,0.00057,10.77,30.77,58.46,65,2023/05/22
New York Post,0.03220,0.00009,0.00181,0.01361,0.00446,0.00030,0.01296,28.26,34.78,36.96,46,2023/05/22
Newsmax,0.01373,0.00007,0.00069,0.00137,0.00766,0.00031,0.00010,0.00000,42.0,58.0,50,2023/05/22
Newsweek,0.01348,0.00010,0.00077,0.00228,0.00317,0.00076,0.00047,6.849,47.95,45.21,73,2023/05/22
One America News Network (OAN),0.01652,0.00010,0.00064,0.00045,0.00169,0.00532,0.00024,15.38,38.46,46.15,26,2023/05/22
Reuters,0.00304,0.00009,0.00058,0.00107,0.00064,0.00024,0.00008,24.32,43.24,32.43,37,2023/05/22
The Epoch Times,0.00519,0.00013,0.00095,0.00037,0.00148,0.00162,0.00011,8.824,52.94,38.24,102,2023/05/22
The Guardian (US),0.03255,0.00013,0.00074,0.00574,0.01503,0.00160,0.00458,11.0,40.0,49.0,100,2023/05/22
The Hill,0.04171,0.00008,0.00366,0.01062,0.02034,0.00068,0.00021,15.79,36.84,47.37,38,2023/05/22
The New York Times,0.02288,0.00030,0.00194,0.01515,0.00648,0.00279,0.00022,8.929,58.93,32.14,56,2023/05/22
The Wall Street Journal,0.00540,0.00006,0.00046,0.00049,0.00083,0.00113,0.00007,9.231,63.08,27.69,65,2023/05/22
The Washington Post,0.01509,0.00007,0.00042,0.00429,0.00184,0.00093,0.00062,14.85,36.63,48.51,101,2023/05/22
The Washington Times,0.03382,0.00008,0.00050,0.01289,0.01402,0.00163,0.00047,14.1,43.59,42.31,78,2023/05/22
Washington Examiner,0.02593,0.00007,0.00832,0.00499,0.00817,0.00019,0.00013,4.615,40.0,55.38,65,2023/05/22
