name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.03132,0.00018,0.00076,0.01334,0.00286,0.00053,0.01540,18.0,38.0,44.0,50,2023/05/24
BBC,0.01573,0.00012,0.00069,0.00175,0.00831,0.00040,0.00016,16.67,47.92,35.42,48,2023/05/24
Fox News,0.03558,0.00016,0.00238,0.01475,0.01081,0.00071,0.00049,13.19,32.64,54.17,144,2023/05/24
NBC News,0.03420,0.00020,0.00056,0.02640,0.00299,0.00621,0.00050,12.5,32.81,54.69,64,2023/05/24
New York Post,0.07427,0.00132,0.01526,0.00286,0.01063,0.01214,0.03531,21.74,28.26,50.0,46,2023/05/24
Newsmax,0.01221,0.00011,0.00069,0.00514,0.00117,0.00096,0.00042,5.882,45.1,49.02,51,2023/05/24
Newsweek,0.02874,0.00016,0.00118,0.00258,0.01718,0.00087,0.00034,7.042,40.85,52.11,71,2023/05/24
One America News Network (OAN),0.03534,0.00012,0.00073,0.02733,0.02801,0.00091,0.00014,23.08,53.85,23.08,26,2023/05/24
Reuters,0.00682,0.00012,0.00048,0.00255,0.00132,0.00029,0.00012,17.78,46.67,35.56,45,2023/05/24
The Epoch Times,0.01548,0.00019,0.00113,0.00174,0.00181,0.00668,0.00036,8.333,57.41,34.26,108,2023/05/24
The Guardian (US),0.03935,0.00011,0.00059,0.01294,0.00704,0.00669,0.00105,13.54,38.54,47.92,96,2023/05/24
The Hill,0.02163,0.00007,0.00025,0.00697,0.00484,0.00285,0.00030,5.556,38.89,55.56,36,2023/05/24
The New York Times,0.01285,0.00018,0.00137,0.00846,0.00230,0.00051,0.00030,10.91,54.55,34.55,55,2023/05/24
The Wall Street Journal,0.00548,0.00006,0.00057,0.00161,0.00142,0.00010,0.00030,9.231,56.92,33.85,65,2023/05/24
The Washington Post,0.01421,0.00007,0.00045,0.00077,0.00330,0.00550,0.00018,11.58,47.37,41.05,95,2023/05/24
The Washington Times,0.01819,0.00009,0.00047,0.00292,0.00263,0.00023,0.00589,13.16,52.63,34.21,76,2023/05/24
Washington Examiner,0.02538,0.00008,0.00574,0.00036,0.00233,0.00790,0.00016,6.78,33.9,59.32,59,2023/05/24
