name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.01077,0.00005,0.00028,0.00823,0.00093,0.00023,0.00006,25.0,27.08,47.92,48,2023/05/20
BBC,0.00946,0.00011,0.00051,0.00092,0.00343,0.00124,0.00020,14.58,39.58,45.83,48,2023/05/20
Fox News,0.03921,0.00022,0.00128,0.00758,0.01222,0.00184,0.01110,10.49,35.66,53.85,143,2023/05/20
NBC News,0.04565,0.00029,0.00089,0.02602,0.00824,0.00120,0.00071,8.824,29.41,61.76,68,2023/05/20
New York Post,0.10018,0.00045,0.00354,0.00230,0.02101,0.00083,0.06166,21.74,32.61,45.65,46,2023/05/20
Newsmax,0.01464,0.00014,0.00145,0.00610,0.00152,0.00202,0.00040,2.0,54.0,44.0,50,2023/05/20
Newsweek,0.01406,0.00011,0.00087,0.00359,0.00361,0.00045,0.00027,8.108,48.65,43.24,74,2023/05/20
One America News Network (OAN),0.01720,0.00008,0.00055,0.00039,0.00153,0.00541,0.00022,7.692,53.85,38.46,26,2023/05/20
Reuters,0.02043,0.00014,0.00081,0.00494,0.00277,0.00078,0.00260,16.22,32.43,51.35,37,2023/05/20
The Epoch Times,0.01512,0.00018,0.00133,0.00122,0.00268,0.00223,0.00347,10.19,45.37,44.44,108,2023/05/20
The Guardian (US),0.05364,0.00043,0.00417,0.00699,0.01047,0.00125,0.02823,14.14,41.41,44.44,99,2023/05/20
The Hill,0.03322,0.00005,0.00029,0.00074,0.01771,0.00795,0.00013,4.762,42.86,52.38,42,2023/05/20
The New York Times,0.00836,0.00017,0.00127,0.00066,0.00309,0.00072,0.00010,13.11,59.02,27.87,61,2023/05/20
The Wall Street Journal,0.00190,0.00005,0.00033,0.00037,0.00081,0.00008,0.00005,15.38,60.0,24.62,65,2023/05/20
The Washington Post,0.03178,0.00006,0.00048,0.00101,0.02292,0.00031,0.00022,12.77,37.23,50.0,94,2023/05/20
The Washington Times,0.01179,0.00006,0.00043,0.00710,0.00125,0.00065,0.00081,16.22,43.24,40.54,74,2023/05/20
Washington Examiner,0.03657,0.00006,0.00366,0.00341,0.02236,0.00119,0.00011,6.154,36.92,56.92,65,2023/05/20
