name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01380,0.00027,0.00181,0.00551,0.00198,0.00060,0.00084,16.67,39.58,43.75,48,2023/11/11
Fox News,0.02247,0.00017,0.00117,0.00856,0.00356,0.00172,0.00624,18.12,43.62,38.26,149,2023/11/11
NBC News,0.02375,0.00014,0.00071,0.00860,0.00240,0.00629,0.00051,14.06,42.19,43.75,64,2023/11/11
New York Post,0.06294,0.00034,0.00518,0.02309,0.00561,0.00157,0.01793,8.889,35.56,55.56,45,2023/11/11
Newsmax,0.01029,0.00010,0.00055,0.00118,0.00098,0.00420,0.00007,4.0,46.0,50.0,50,2023/11/11
One America News Network (OAN),0.01129,0.00013,0.00103,0.00057,0.00122,0.00101,0.00491,8.696,56.52,34.78,23,2023/11/11
Reuters,0.00131,0.00004,0.00020,0.00031,0.00030,0.00015,0.00004,0.00000,50.0,50.0,10,2023/11/11
The Epoch Times,0.00497,0.00008,0.00063,0.00118,0.00136,0.00036,0.00038,9.73,51.35,38.92,185,2023/11/11
The Hill,0.05539,0.00011,0.00197,0.00133,0.04169,0.00018,0.00161,3.571,32.14,64.29,28,2023/11/11
The New York Times,0.01895,0.00013,0.00096,0.00320,0.00195,0.00614,0.00025,5.882,66.67,27.45,51,2023/11/11
The Wall Street Journal,0.00182,0.00007,0.00053,0.00026,0.00083,0.00014,0.00004,13.43,61.19,25.37,67,2023/11/11
The Washington Times,0.04731,0.00006,0.00046,0.00148,0.03673,0.00197,0.00022,10.96,53.42,35.62,73,2023/11/11
Washington Examiner,0.03073,0.00009,0.00044,0.01370,0.00541,0.00138,0.00377,4.839,38.71,56.45,62,2023/11/11
