name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Fox News,0.02008,0.00012,0.00126,0.00389,0.00565,0.00106,0.00180,23.08,32.87,44.06,143,2023/11/26
NBC News,0.06334,0.00013,0.00073,0.02038,0.02333,0.00176,0.00436,19.64,30.36,50.0,56,2023/11/26
New York Post,0.06138,0.00022,0.00304,0.00373,0.01354,0.00221,0.03004,16.67,43.75,39.58,48,2023/11/26
Newsmax,0.04688,0.00015,0.00067,0.01186,0.00321,0.01892,0.00014,6.0,40.0,54.0,50,2023/11/26
One America News Network (OAN),0.04330,0.00028,0.00282,0.00409,0.00273,0.00044,0.02659,4.348,60.87,34.78,23,2023/11/26
Reuters,0.00497,0.00005,0.00022,0.00074,0.00043,0.00058,0.00006,10.0,20.0,70.0,10,2023/11/26
The Epoch Times,0.01931,0.00014,0.00112,0.00468,0.00207,0.00218,0.00511,8.989,48.31,42.7,178,2023/11/26
The Hill,0.03537,0.00006,0.00032,0.00093,0.00569,0.01085,0.00024,11.54,26.92,61.54,26,2023/11/26
The New York Times,0.02148,0.00009,0.00082,0.01359,0.00640,0.00015,0.00010,8.889,55.56,35.56,45,2023/11/26
The Wall Street Journal,0.01057,0.00004,0.00027,0.00074,0.00257,0.00082,0.00005,16.67,60.61,22.73,66,2023/11/26
The Washington Times,0.02617,0.00008,0.00050,0.00484,0.01015,0.00349,0.00223,8.642,39.51,51.85,81,2023/11/26
Washington Examiner,0.01559,0.00005,0.00206,0.00133,0.00661,0.00036,0.00050,11.86,38.98,49.15,59,2023/11/26
