name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01285,0.00018,0.00141,0.00500,0.00392,0.00064,0.00027,8.889,35.56,55.56,45,2023/11/01
Fox News,0.03075,0.00017,0.00528,0.01280,0.01417,0.00098,0.00041,11.76,34.64,53.59,153,2023/11/01
NBC News,0.08047,0.00094,0.00353,0.02792,0.02350,0.00732,0.01904,15.09,24.53,60.38,53,2023/11/01
New York Post,0.07060,0.00046,0.02024,0.00423,0.04329,0.00134,0.00318,22.45,24.49,53.06,49,2023/11/01
Newsmax,0.01231,0.00027,0.00087,0.00542,0.00249,0.00117,0.00014,4.0,46.0,50.0,50,2023/11/01
One America News Network (OAN),0.00981,0.00011,0.00115,0.00108,0.00147,0.00066,0.00017,13.04,43.48,43.48,23,2023/11/01
Reuters,0.00565,0.00004,0.00017,0.00181,0.00049,0.00077,0.00006,11.11,33.33,55.56,9,2023/11/01
The Epoch Times,0.01190,0.00009,0.00054,0.00354,0.00411,0.00048,0.00017,4.839,54.84,40.32,186,2023/11/01
The Hill,0.03431,0.00005,0.00037,0.00057,0.02841,0.00062,0.00008,0.00000,44.0,56.0,25,2023/11/01
The Wall Street Journal,0.00199,0.00003,0.00022,0.00053,0.00056,0.00008,0.00004,16.67,56.06,27.27,66,2023/11/01
The Washington Times,0.02395,0.00018,0.00061,0.00926,0.00468,0.00234,0.00026,8.642,35.8,55.56,81,2023/11/01
Washington Examiner,0.03128,0.00008,0.00038,0.00555,0.00446,0.00597,0.00549,5.263,24.56,70.18,57,2023/11/01
