name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.00573,0.00017,0.00148,0.00059,0.00215,0.00021,0.00013,18.6,46.51,34.88,43,2023/11/09
Fox News,0.02288,0.00010,0.00073,0.00365,0.00554,0.00134,0.00163,12.33,42.47,45.21,146,2023/11/09
NBC News,0.04022,0.00011,0.00066,0.01325,0.01900,0.00146,0.00118,20.34,33.9,45.76,59,2023/11/09
New York Post,0.06967,0.00012,0.00265,0.01725,0.03443,0.00185,0.00116,6.667,48.89,44.44,45,2023/11/09
Newsmax,0.02872,0.00011,0.00084,0.00506,0.00478,0.00568,0.00097,6.0,46.0,48.0,50,2023/11/09
One America News Network (OAN),0.00890,0.00005,0.00039,0.00065,0.00418,0.00017,0.00007,26.09,47.83,26.09,23,2023/11/09
Reuters,0.00076,0.00003,0.00016,0.00017,0.00024,0.00007,0.00003,10.0,50.0,40.0,10,2023/11/09
The Epoch Times,0.01636,0.00011,0.00087,0.00163,0.01100,0.00052,0.00009,10.27,49.73,40.0,185,2023/11/09
The Hill,0.08942,0.00015,0.00116,0.01993,0.06616,0.00039,0.00040,14.29,39.29,46.43,28,2023/11/09
The Wall Street Journal,0.00425,0.00008,0.00035,0.00020,0.00049,0.00309,0.00008,15.38,63.08,21.54,65,2023/11/09
The Washington Times,0.06952,0.00020,0.00084,0.00802,0.02974,0.01887,0.00921,6.329,53.16,40.51,79,2023/11/09
Washington Examiner,0.01453,0.00005,0.00043,0.00143,0.00673,0.00084,0.00021,16.07,42.86,41.07,56,2023/11/09
