name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.02329,0.00013,0.00103,0.00797,0.00698,0.00563,0.00022,20.0,42.22,37.78,45,2023/11/13
Fox News,0.03672,0.00014,0.00839,0.00359,0.00366,0.00502,0.00410,18.79,40.27,40.94,149,2023/11/13
NBC News,0.01655,0.00015,0.00073,0.01233,0.00231,0.00078,0.00051,16.95,38.98,44.07,59,2023/11/13
New York Post,0.05785,0.00075,0.02734,0.00078,0.01587,0.00406,0.00780,15.56,20.0,64.44,45,2023/11/13
Newsmax,0.00327,0.00011,0.00073,0.00151,0.00098,0.00027,0.00008,6.0,62.0,32.0,50,2023/11/13
One America News Network (OAN),0.00690,0.00015,0.00120,0.00042,0.00124,0.00027,0.00489,8.696,52.17,39.13,23,2023/11/13
Reuters,0.00287,0.00005,0.00040,0.00071,0.00084,0.00012,0.00005,10.0,20.0,70.0,10,2023/11/13
The Epoch Times,0.00523,0.00007,0.00049,0.00125,0.00116,0.00017,0.00189,8.602,50.54,40.86,186,2023/11/13
The Hill,0.01136,0.00002,0.00022,0.00019,0.00798,0.00007,0.00004,3.704,37.04,59.26,27,2023/11/13
The New York Times,0.01661,0.00022,0.00070,0.00890,0.00293,0.00055,0.00029,4.651,46.51,48.84,43,2023/11/13
The Wall Street Journal,0.00649,0.00007,0.00053,0.00072,0.00110,0.00130,0.00019,10.77,49.23,40.0,65,2023/11/13
The Washington Times,0.03671,0.00010,0.00065,0.00844,0.02476,0.00036,0.00054,6.173,40.74,53.09,81,2023/11/13
Washington Examiner,0.01439,0.00004,0.00024,0.00153,0.00863,0.00049,0.00006,6.667,38.33,55.0,60,2023/11/13
