name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Fox News,0.03621,0.00014,0.00481,0.00411,0.01195,0.00304,0.00070,13.14,32.85,54.01,137,2023/11/30
NBC News,0.05043,0.00025,0.00079,0.03614,0.00999,0.00098,0.00088,7.273,34.55,58.18,55,2023/11/30
New York Post,0.07464,0.00015,0.00148,0.00129,0.02951,0.00053,0.03317,13.33,26.67,60.0,45,2023/11/30
Newsmax,0.02276,0.00019,0.00127,0.00468,0.00350,0.00277,0.00274,10.0,42.0,48.0,50,2023/11/30
One America News Network (OAN),0.04537,0.00024,0.02109,0.00197,0.00318,0.00110,0.00039,8.696,39.13,52.17,23,2023/11/30
Reuters,0.06079,0.00036,0.00700,0.00134,0.00260,0.00025,0.00103,20.0,40.0,40.0,10,2023/11/30
The Epoch Times,0.01430,0.00013,0.00100,0.00256,0.00517,0.00072,0.00373,9.14,56.99,33.87,186,2023/11/30
The Hill,0.01490,0.00005,0.00040,0.00068,0.00123,0.00542,0.00013,11.54,34.62,53.85,26,2023/11/30
The Wall Street Journal,0.00801,0.00005,0.00026,0.00336,0.00047,0.00169,0.00005,13.43,62.69,23.88,67,2023/11/30
The Washington Times,0.02432,0.00015,0.00564,0.00141,0.01002,0.00081,0.00107,7.895,47.37,44.74,76,2023/11/30
Washington Examiner,0.05415,0.00123,0.01641,0.01396,0.02177,0.00437,0.00180,6.452,29.03,64.52,62,2023/11/30
