name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Fox News,0.01120,0.00012,0.00087,0.00116,0.00411,0.00039,0.00120,24.66,34.25,41.1,146,2023/11/25
NBC News,0.04759,0.00015,0.00080,0.02150,0.00418,0.00152,0.01062,14.81,29.63,55.56,54,2023/11/25
New York Post,0.09529,0.00020,0.00159,0.00199,0.03196,0.01498,0.03522,14.58,31.25,54.17,48,2023/11/25
Newsmax,0.00960,0.00009,0.00052,0.00187,0.00277,0.00028,0.00012,3.922,47.06,49.02,51,2023/11/25
One America News Network (OAN),0.04367,0.00037,0.00356,0.00415,0.00356,0.00057,0.02861,4.348,52.17,43.48,23,2023/11/25
Reuters,0.02934,0.00006,0.00023,0.01192,0.00110,0.00193,0.00009,0.00000,30.0,70.0,10,2023/11/25
The Epoch Times,0.00855,0.00013,0.00099,0.00346,0.00258,0.00046,0.00013,11.6,54.7,33.7,181,2023/11/25
The Hill,0.02387,0.00004,0.00027,0.00099,0.00813,0.00028,0.00017,7.407,37.04,55.56,27,2023/11/25
The New York Times,0.00944,0.00010,0.00072,0.00087,0.00443,0.00035,0.00011,10.64,51.06,38.3,47,2023/11/25
The Wall Street Journal,0.00666,0.00005,0.00029,0.00069,0.00107,0.00062,0.00114,16.67,60.61,22.73,66,2023/11/25
The Washington Times,0.02537,0.00012,0.00069,0.00614,0.00734,0.00179,0.00241,10.39,42.86,46.75,77,2023/11/25
Washington Examiner,0.01150,0.00005,0.00027,0.00152,0.00093,0.00157,0.00238,14.29,21.43,64.29,56,2023/11/25
