name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.02571,0.00022,0.00152,0.01451,0.00331,0.00107,0.00017,11.11,57.78,31.11,45,2023/11/16
Fox News,0.01718,0.00012,0.00068,0.00428,0.00454,0.00095,0.00139,14.69,34.27,51.05,143,2023/11/16
NBC News,0.03669,0.00018,0.00093,0.02524,0.00537,0.00107,0.00049,14.29,30.16,55.56,63,2023/11/16
New York Post,0.01356,0.00005,0.00053,0.00101,0.00339,0.00048,0.00078,17.78,24.44,57.78,45,2023/11/16
Newsmax,0.01089,0.00011,0.00100,0.00179,0.00217,0.00096,0.00107,0.00000,48.0,52.0,50,2023/11/16
One America News Network (OAN),0.00836,0.00010,0.00050,0.00217,0.00100,0.00045,0.00007,13.04,43.48,43.48,23,2023/11/16
Reuters,0.00141,0.00004,0.00022,0.00033,0.00046,0.00010,0.00006,10.0,50.0,40.0,10,2023/11/16
The Epoch Times,0.00995,0.00012,0.00094,0.00200,0.00394,0.00025,0.00017,9.73,54.05,36.22,185,2023/11/16
The Hill,0.07000,0.00006,0.00036,0.01175,0.04046,0.00164,0.00030,0.00000,28.0,72.0,25,2023/11/16
The Wall Street Journal,0.00087,0.00003,0.00023,0.00016,0.00037,0.00006,0.00003,21.21,59.09,19.7,66,2023/11/16
The Washington Times,0.01709,0.00007,0.00053,0.00107,0.00745,0.00014,0.00008,10.26,41.03,48.72,78,2023/11/16
Washington Examiner,0.01991,0.00004,0.00036,0.00077,0.01047,0.00070,0.00010,10.0,33.33,56.67,60,2023/11/16
