name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Fox News,0.03394,0.00009,0.00061,0.00564,0.01576,0.00067,0.00178,11.35,35.46,53.19,141,2023/11/28
NBC News,0.03013,0.00009,0.00057,0.01332,0.00279,0.00059,0.01018,16.07,41.07,42.86,56,2023/11/28
New York Post,0.04862,0.00016,0.00753,0.00233,0.02119,0.00071,0.00164,6.522,30.43,63.04,46,2023/11/28
Newsmax,0.01273,0.00006,0.00038,0.00551,0.00225,0.00045,0.00008,8.0,52.0,40.0,50,2023/11/28
One America News Network (OAN),0.04039,0.00024,0.00260,0.00336,0.00805,0.00059,0.01716,8.696,52.17,39.13,23,2023/11/28
Reuters,0.01260,0.00005,0.00038,0.00178,0.00183,0.00046,0.00008,0.00000,70.0,30.0,10,2023/11/28
The Epoch Times,0.01173,0.00012,0.00097,0.00302,0.00210,0.00037,0.00368,7.527,58.6,33.87,186,2023/11/28
The Hill,0.00196,0.00008,0.00069,0.00045,0.00080,0.00015,0.00006,11.11,48.15,40.74,27,2023/11/28
The Wall Street Journal,0.00516,0.00008,0.00058,0.00415,0.00106,0.00016,0.00007,10.61,68.18,21.21,66,2023/11/28
The Washington Times,0.03153,0.00010,0.00051,0.01019,0.01932,0.00026,0.00148,7.792,50.65,41.56,77,2023/11/28
Washington Examiner,0.04606,0.00024,0.02853,0.00035,0.01693,0.00034,0.00050,6.897,37.93,55.17,58,2023/11/28
