name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.02219,0.00011,0.00095,0.00137,0.00914,0.00027,0.00659,15.56,48.89,35.56,45,2023/11/17
Fox News,0.03299,0.00018,0.00088,0.00503,0.01118,0.00497,0.00302,13.04,37.68,49.28,138,2023/11/17
NBC News,0.04152,0.00025,0.00131,0.02267,0.00474,0.00099,0.00642,25.45,32.73,41.82,55,2023/11/17
New York Post,0.08890,0.00035,0.01691,0.00383,0.04013,0.00093,0.01975,22.22,33.33,44.44,45,2023/11/17
Newsmax,0.01464,0.00015,0.00044,0.00705,0.00118,0.00212,0.00012,2.0,62.0,36.0,50,2023/11/17
One America News Network (OAN),0.00108,0.00009,0.00070,0.00037,0.00076,0.00010,0.00004,13.04,43.48,43.48,23,2023/11/17
Reuters,0.00510,0.00003,0.00015,0.00091,0.00064,0.00062,0.00004,20.0,50.0,30.0,10,2023/11/17
The Epoch Times,0.01285,0.00016,0.00098,0.00369,0.00297,0.00035,0.00136,5.978,58.15,35.87,184,2023/11/17
The Hill,0.01356,0.00004,0.00029,0.00043,0.00241,0.00011,0.00513,0.00000,25.93,74.07,27,2023/11/17
The Wall Street Journal,0.01157,0.00009,0.00556,0.00038,0.00211,0.00026,0.00012,16.92,58.46,24.62,65,2023/11/17
The Washington Times,0.02274,0.00014,0.00054,0.00247,0.00631,0.00593,0.00182,7.5,45.0,47.5,80,2023/11/17
Washington Examiner,0.04097,0.00009,0.00096,0.00153,0.01735,0.00168,0.00658,4.918,31.15,63.93,61,2023/11/17
