name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01791,0.00014,0.00114,0.00081,0.01074,0.00036,0.00027,10.42,52.08,37.5,48,2023/11/18
Fox News,0.03239,0.00026,0.00712,0.00383,0.00275,0.00059,0.01359,15.54,37.84,46.62,148,2023/11/18
NBC News,0.02370,0.00014,0.00067,0.01248,0.00237,0.00060,0.00298,25.0,30.0,45.0,60,2023/11/18
New York Post,0.08476,0.00036,0.01565,0.00119,0.00430,0.00632,0.04494,15.56,40.0,44.44,45,2023/11/18
Newsmax,0.01841,0.00009,0.00096,0.00275,0.00189,0.00345,0.00017,4.082,48.98,46.94,49,2023/11/18
One America News Network (OAN),0.02118,0.00012,0.00089,0.00042,0.00150,0.00034,0.01791,13.04,43.48,43.48,23,2023/11/18
Reuters,0.00275,0.00012,0.00091,0.00066,0.00127,0.00029,0.00006,10.0,40.0,50.0,10,2023/11/18
The Epoch Times,0.01232,0.00017,0.00158,0.00233,0.00183,0.00293,0.00052,9.73,58.38,31.89,185,2023/11/18
The Hill,0.01476,0.00009,0.00040,0.00095,0.01107,0.00024,0.00011,3.571,35.71,60.71,28,2023/11/18
The New York Times,0.02361,0.00009,0.00064,0.00216,0.00238,0.00214,0.00675,20.75,52.83,26.42,53,2023/11/18
The Wall Street Journal,0.00261,0.00006,0.00045,0.00035,0.00063,0.00034,0.00006,10.77,53.85,35.38,65,2023/11/18
The Washington Times,0.02174,0.00009,0.00052,0.00324,0.00250,0.00723,0.00044,2.469,48.15,49.38,81,2023/11/18
Washington Examiner,0.03946,0.00010,0.00099,0.00207,0.02201,0.00337,0.00034,7.937,44.44,47.62,63,2023/11/18
