name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Fox News,0.04846,0.00017,0.00070,0.01079,0.01350,0.00988,0.00836,21.28,29.08,49.65,141,2023/11/29
NBC News,0.04235,0.00014,0.00052,0.01878,0.00709,0.00039,0.01685,7.692,30.77,61.54,52,2023/11/29
New York Post,0.08306,0.00012,0.00282,0.00065,0.03541,0.00059,0.02035,17.78,26.67,55.56,45,2023/11/29
Newsmax,0.00811,0.00004,0.00032,0.00079,0.00326,0.00023,0.00006,2.0,48.0,50.0,50,2023/11/29
One America News Network (OAN),0.02900,0.00010,0.00066,0.00074,0.00655,0.00434,0.01114,17.39,43.48,39.13,23,2023/11/29
Reuters,0.00158,0.00004,0.00020,0.00024,0.00025,0.00029,0.00004,10.0,60.0,30.0,10,2023/11/29
The Epoch Times,0.01064,0.00016,0.00126,0.00133,0.00408,0.00016,0.00366,8.556,58.29,33.16,187,2023/11/29
The Hill,0.01040,0.00005,0.00046,0.00052,0.00320,0.00081,0.00022,7.143,32.14,60.71,28,2023/11/29
The Wall Street Journal,0.00283,0.00004,0.00029,0.00025,0.00134,0.00008,0.00050,12.12,56.06,31.82,66,2023/11/29
The Washington Times,0.01226,0.00008,0.00054,0.00267,0.00469,0.00017,0.00012,6.25,46.25,47.5,80,2023/11/29
Washington Examiner,0.04703,0.00004,0.00034,0.00072,0.03926,0.00035,0.00008,8.621,37.93,53.45,58,2023/11/29
