name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.00793,0.00026,0.00174,0.00312,0.00224,0.00044,0.00018,17.78,44.44,37.78,45,2023/11/10
Fox News,0.01273,0.00008,0.00061,0.00448,0.00220,0.00032,0.00102,19.61,38.56,41.83,153,2023/11/10
NBC News,0.02717,0.00011,0.00050,0.01902,0.00405,0.00029,0.00176,20.34,32.2,47.46,59,2023/11/10
New York Post,0.09249,0.00106,0.02962,0.00688,0.00668,0.00078,0.04898,20.0,26.67,53.33,45,2023/11/10
Newsmax,0.00624,0.00010,0.00049,0.00105,0.00117,0.00111,0.00009,12.0,40.0,48.0,50,2023/11/10
One America News Network (OAN),0.02249,0.00010,0.00072,0.00095,0.00079,0.00156,0.01437,13.04,65.22,21.74,23,2023/11/10
Reuters,0.00412,0.00005,0.00065,0.00080,0.00084,0.00016,0.00008,0.00000,33.33,66.67,9,2023/11/10
The Epoch Times,0.01177,0.00011,0.00077,0.00178,0.00395,0.00015,0.00421,7.568,55.68,36.76,185,2023/11/10
The Hill,0.04242,0.00003,0.00049,0.00031,0.03231,0.00013,0.00031,3.448,51.72,44.83,29,2023/11/10
The Wall Street Journal,0.00279,0.00004,0.00027,0.00100,0.00057,0.00010,0.00005,15.38,55.38,29.23,65,2023/11/10
The Washington Times,0.03679,0.00008,0.00051,0.00509,0.02623,0.00033,0.00020,8.108,50.0,41.89,74,2023/11/10
Washington Examiner,0.03381,0.00005,0.00037,0.01229,0.01222,0.00080,0.00067,5.0,43.33,51.67,60,2023/11/10
