name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01085,0.00017,0.00135,0.00168,0.00161,0.00444,0.00021,18.75,35.42,45.83,48,2023/11/12
Fox News,0.02595,0.00012,0.00104,0.01046,0.00590,0.00236,0.00116,16.78,39.16,44.06,143,2023/11/12
NBC News,0.01349,0.00010,0.00066,0.00818,0.00207,0.00085,0.00050,17.24,43.1,39.66,58,2023/11/12
New York Post,0.05764,0.00026,0.00691,0.00201,0.01819,0.00045,0.02216,15.56,26.67,57.78,45,2023/11/12
Newsmax,0.01567,0.00012,0.00073,0.00954,0.00125,0.00186,0.00012,0.00000,52.0,48.0,50,2023/11/12
One America News Network (OAN),0.00678,0.00011,0.00086,0.00035,0.00097,0.00025,0.00488,8.696,60.87,30.43,23,2023/11/12
Reuters,0.00163,0.00003,0.00020,0.00041,0.00037,0.00012,0.00004,0.00000,50.0,50.0,10,2023/11/12
The Epoch Times,0.00359,0.00009,0.00058,0.00119,0.00120,0.00016,0.00021,8.511,53.72,37.77,188,2023/11/12
The Hill,0.01025,0.00003,0.00026,0.00026,0.00746,0.00012,0.00005,8.333,20.83,70.83,24,2023/11/12
The New York Times,0.01570,0.00012,0.00092,0.00498,0.00268,0.00059,0.00028,4.545,54.55,40.91,44,2023/11/12
The Wall Street Journal,0.00554,0.00005,0.00048,0.00025,0.00132,0.00030,0.00031,13.85,60.0,26.15,65,2023/11/12
The Washington Times,0.02060,0.00006,0.00058,0.00096,0.01495,0.00016,0.00028,8.75,55.0,36.25,80,2023/11/12
Washington Examiner,0.02572,0.00004,0.00055,0.00296,0.01502,0.00101,0.00008,8.197,31.15,60.66,61,2023/11/12
