name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.02228,0.00014,0.00106,0.00226,0.00870,0.00198,0.00327,11.36,54.55,34.09,44,2023/11/14
Fox News,0.03492,0.00013,0.00123,0.00888,0.00760,0.00054,0.00842,18.0,34.67,47.33,150,2023/11/14
NBC News,0.01949,0.00009,0.00157,0.00840,0.00276,0.00082,0.00174,16.95,32.2,50.85,59,2023/11/14
New York Post,0.05808,0.00011,0.00231,0.00122,0.02771,0.00627,0.00291,8.889,37.78,53.33,45,2023/11/14
Newsmax,0.01302,0.00006,0.00042,0.00150,0.00392,0.00189,0.00108,5.882,49.02,45.1,51,2023/11/14
One America News Network (OAN),0.01700,0.00011,0.00055,0.00049,0.00167,0.00540,0.00017,13.04,56.52,30.43,23,2023/11/14
Reuters,0.00130,0.00003,0.00017,0.00016,0.00050,0.00006,0.00003,10.0,50.0,40.0,10,2023/11/14
The Epoch Times,0.00805,0.00018,0.00136,0.00142,0.00439,0.00031,0.00017,9.043,52.66,38.3,188,2023/11/14
The Hill,0.03084,0.00009,0.00034,0.00374,0.01499,0.00026,0.00008,14.81,40.74,44.44,27,2023/11/14
The New York Times,0.03153,0.00008,0.00048,0.00602,0.01895,0.00043,0.00006,2.083,54.17,43.75,48,2023/11/14
The Wall Street Journal,0.00747,0.00005,0.00046,0.00039,0.00110,0.00236,0.00008,4.615,64.62,30.77,65,2023/11/14
The Washington Times,0.02214,0.00009,0.00059,0.01175,0.00318,0.00064,0.00175,9.211,46.05,44.74,76,2023/11/14
Washington Examiner,0.02674,0.00008,0.00041,0.00518,0.00405,0.00991,0.00013,3.279,40.98,55.74,61,2023/11/14
