name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.02144,0.00020,0.00153,0.01492,0.00536,0.00146,0.00041,14.89,40.43,44.68,47,2023/07/08
Fox News,0.03136,0.00009,0.00383,0.00531,0.00662,0.00103,0.00217,11.72,36.55,51.72,145,2023/07/08
NBC News,0.04614,0.00013,0.00122,0.01609,0.00548,0.00632,0.00123,10.26,23.08,66.67,78,2023/07/08
New York Post,0.11832,0.00019,0.00244,0.03037,0.02777,0.02227,0.01092,11.11,31.11,57.78,45,2023/07/08
Newsmax,0.01992,0.00011,0.00077,0.01192,0.00539,0.00023,0.00031,2.0,54.0,44.0,50,2023/07/08
Newsweek,0.03413,0.00024,0.00248,0.01405,0.00904,0.00094,0.00632,12.86,51.43,35.71,70,2023/07/08
One America News Network (OAN),0.00605,0.00022,0.00093,0.00100,0.00287,0.00068,0.00026,12.5,41.67,45.83,24,2023/07/08
Reuters,0.00116,0.00008,0.00069,0.00039,0.00060,0.00014,0.00006,20.0,40.0,40.0,10,2023/07/08
The Epoch Times,0.00758,0.00026,0.00194,0.00073,0.00289,0.00239,0.00017,10.58,52.88,36.54,104,2023/07/08
The Hill,0.03558,0.00008,0.00049,0.00303,0.02329,0.00303,0.00011,6.818,34.09,59.09,44,2023/07/08
The New York Times,0.01067,0.00012,0.00097,0.00455,0.00186,0.00020,0.00009,11.54,53.85,34.62,52,2023/07/08
The Wall Street Journal,0.00204,0.00005,0.00048,0.00026,0.00082,0.00007,0.00005,9.091,59.09,31.82,66,2023/07/08
The Washington Post,0.00842,0.00013,0.00041,0.00104,0.00173,0.00251,0.00016,13.48,40.45,46.07,89,2023/07/08
The Washington Times,0.05483,0.00020,0.00067,0.01789,0.00726,0.00522,0.00966,6.757,47.3,45.95,74,2023/07/08
Washington Examiner,0.01017,0.00007,0.00053,0.00161,0.00237,0.00024,0.00292,10.94,45.31,43.75,64,2023/07/08
