name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.00624,0.00009,0.00070,0.00093,0.00097,0.00086,0.00026,17.78,51.11,31.11,45,2023/07/11
Fox News,0.04059,0.00012,0.00142,0.00802,0.02306,0.00085,0.00112,15.28,31.94,52.78,144,2023/07/11
NBC News,0.03117,0.00014,0.00077,0.01742,0.00852,0.00037,0.00775,10.29,38.24,51.47,68,2023/07/11
New York Post,0.06542,0.00016,0.01050,0.00085,0.03128,0.00033,0.01752,20.41,28.57,51.02,49,2023/07/11
Newsmax,0.00363,0.00010,0.00073,0.00153,0.00111,0.00017,0.00007,6.0,48.0,46.0,50,2023/07/11
Newsweek,0.03678,0.00080,0.00602,0.01367,0.00943,0.00464,0.01244,12.0,57.33,30.67,75,2023/07/11
One America News Network (OAN),0.02052,0.00026,0.00109,0.00188,0.00237,0.00694,0.00221,4.167,50.0,45.83,24,2023/07/11
Reuters,0.00432,0.00005,0.00025,0.00097,0.00049,0.00041,0.00017,10.0,60.0,30.0,10,2023/07/11
The Epoch Times,0.00586,0.00015,0.00130,0.00049,0.00116,0.00088,0.00020,12.62,49.51,37.86,103,2023/07/11
The Hill,0.00446,0.00003,0.00022,0.00018,0.00244,0.00014,0.00005,9.302,41.86,48.84,43,2023/07/11
The New York Times,0.03708,0.00011,0.00100,0.00161,0.02064,0.00143,0.00012,6.383,46.81,46.81,47,2023/07/11
The Wall Street Journal,0.00701,0.00005,0.00038,0.00019,0.00070,0.00012,0.00417,10.94,57.81,31.25,64,2023/07/11
The Washington Post,0.02385,0.00009,0.00058,0.00554,0.00724,0.00070,0.00596,8.333,42.71,48.96,96,2023/07/11
The Washington Times,0.03751,0.00019,0.00073,0.01031,0.01776,0.00059,0.00050,10.81,56.76,32.43,74,2023/07/11
Washington Examiner,0.04223,0.00008,0.00983,0.00119,0.03485,0.00039,0.00012,11.48,34.43,54.1,61,2023/07/11
