name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.02413,0.00012,0.00070,0.00121,0.00136,0.00434,0.00607,10.42,58.33,31.25,48,2023/07/20
Fox News,0.05417,0.00027,0.01040,0.01021,0.01129,0.00722,0.01326,17.02,35.46,47.52,141,2023/07/20
NBC News,0.03537,0.00011,0.00050,0.01617,0.00717,0.00095,0.00459,9.722,37.5,52.78,72,2023/07/20
New York Post,0.08382,0.00067,0.02053,0.00104,0.02648,0.00086,0.03951,14.29,36.73,48.98,49,2023/07/20
Newsmax,0.02411,0.00017,0.00183,0.00871,0.01203,0.00044,0.00054,3.922,37.25,58.82,51,2023/07/20
Newsweek,0.01602,0.00016,0.00110,0.01069,0.00346,0.00050,0.00053,9.459,48.65,41.89,74,2023/07/20
One America News Network (OAN),0.01568,0.00024,0.00108,0.00217,0.00421,0.00074,0.00045,12.5,58.33,29.17,24,2023/07/20
Reuters,0.00641,0.00004,0.00020,0.00170,0.00036,0.00047,0.00007,22.22,33.33,44.44,9,2023/07/20
The Epoch Times,0.01308,0.00016,0.00104,0.00331,0.00204,0.00035,0.00322,16.5,51.46,32.04,103,2023/07/20
The Hill,0.01430,0.00009,0.00043,0.00292,0.00119,0.00018,0.00840,11.9,38.1,50.0,42,2023/07/20
The New York Times,0.00805,0.00013,0.00098,0.00113,0.00248,0.00127,0.00012,8.475,50.85,40.68,59,2023/07/20
The Wall Street Journal,0.00888,0.00008,0.00064,0.00087,0.00352,0.00028,0.00009,6.154,66.15,27.69,65,2023/07/20
The Washington Post,0.02002,0.00006,0.00045,0.00149,0.00971,0.00109,0.00025,10.42,39.58,50.0,96,2023/07/20
The Washington Times,0.02106,0.00010,0.00047,0.00941,0.00129,0.00067,0.00660,6.757,44.59,48.65,74,2023/07/20
Washington Examiner,0.05332,0.00003,0.00040,0.00915,0.03994,0.00009,0.00008,6.667,48.33,45.0,60,2023/07/20
