name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.00945,0.00011,0.00095,0.00271,0.00154,0.00059,0.00018,13.64,31.82,54.55,44,2023/07/05
Fox News,0.04491,0.00012,0.00093,0.00479,0.02386,0.00727,0.00114,15.44,30.15,54.41,136,2023/07/05
NBC News,0.02291,0.00012,0.00049,0.00962,0.00385,0.00077,0.00227,12.5,26.39,61.11,72,2023/07/05
New York Post,0.06745,0.00166,0.02628,0.00098,0.01407,0.00228,0.03269,15.56,26.67,57.78,45,2023/07/05
Newsmax,0.00496,0.00009,0.00065,0.00108,0.00090,0.00018,0.00245,12.0,52.0,36.0,50,2023/07/05
Newsweek,0.04393,0.00016,0.00068,0.00888,0.01778,0.00993,0.00050,11.43,47.14,41.43,70,2023/07/05
One America News Network (OAN),0.04613,0.00031,0.00174,0.00129,0.00319,0.00165,0.02603,8.333,41.67,50.0,24,2023/07/05
Reuters,0.00298,0.00003,0.00019,0.00030,0.00117,0.00007,0.00003,9.091,27.27,63.64,11,2023/07/05
The Epoch Times,0.02104,0.00041,0.00179,0.00608,0.00559,0.01021,0.00043,14.0,53.0,33.0,100,2023/07/05
The Guardian (US),0.01715,0.00010,0.00062,0.01125,0.00185,0.00151,0.00027,16.67,40.2,43.14,102,2023/07/05
The Hill,0.01302,0.00005,0.00030,0.00070,0.00899,0.00020,0.00012,15.38,30.77,53.85,39,2023/07/05
The New York Times,0.00941,0.00011,0.00092,0.00030,0.00733,0.00021,0.00008,4.167,64.58,31.25,48,2023/07/05
The Wall Street Journal,0.01674,0.00005,0.00038,0.00072,0.01366,0.00019,0.00005,20.0,47.69,32.31,65,2023/07/05
The Washington Post,0.02199,0.00008,0.00046,0.00605,0.01036,0.00057,0.00018,25.77,30.93,43.3,97,2023/07/05
The Washington Times,0.01919,0.00011,0.00052,0.00337,0.00166,0.00221,0.00728,14.81,48.15,37.04,81,2023/07/05
Washington Examiner,0.03781,0.00005,0.00043,0.00185,0.02414,0.00204,0.00353,6.154,46.15,47.69,65,2023/07/05
