name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.00575,0.00017,0.00146,0.00094,0.00157,0.00158,0.00015,13.33,53.33,33.33,45,2023/07/12
Fox News,0.02780,0.00008,0.00096,0.00218,0.01346,0.00269,0.00035,13.79,27.59,58.62,145,2023/07/12
NBC News,0.02533,0.00014,0.00063,0.01779,0.00306,0.00040,0.00524,7.042,50.7,42.25,71,2023/07/12
Newsmax,0.02290,0.00016,0.00053,0.01467,0.00287,0.00169,0.00129,6.0,42.0,52.0,50,2023/07/12
Newsweek,0.01030,0.00008,0.00051,0.00173,0.00182,0.00254,0.00012,6.757,48.65,44.59,74,2023/07/12
One America News Network (OAN),0.00405,0.00030,0.00164,0.00113,0.00304,0.00040,0.00034,12.5,54.17,33.33,24,2023/07/12
Reuters,0.00133,0.00004,0.00024,0.00036,0.00035,0.00006,0.00003,40.0,20.0,40.0,10,2023/07/12
The Epoch Times,0.01003,0.00022,0.00401,0.00091,0.00194,0.00074,0.00443,12.38,54.29,33.33,105,2023/07/12
The Hill,0.01002,0.00005,0.00026,0.00309,0.00222,0.00053,0.00008,2.439,36.59,60.98,41,2023/07/12
The New York Times,0.02157,0.00012,0.00098,0.00091,0.01699,0.00020,0.00008,6.383,48.94,44.68,47,2023/07/12
The Wall Street Journal,0.00145,0.00005,0.00035,0.00021,0.00051,0.00023,0.00005,11.11,52.38,36.51,63,2023/07/12
The Washington Post,0.03122,0.00010,0.00047,0.01085,0.01228,0.00077,0.00022,11.22,48.98,39.8,98,2023/07/12
The Washington Times,0.02524,0.00009,0.00047,0.00868,0.00187,0.00030,0.01458,9.459,51.35,39.19,74,2023/07/12
Washington Examiner,0.00564,0.00006,0.00042,0.00086,0.00239,0.00015,0.00022,4.918,44.26,50.82,61,2023/07/12
