name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.00777,0.00011,0.00088,0.00122,0.00128,0.00238,0.00014,20.0,44.44,35.56,45,2023/07/06
Fox News,0.03373,0.00013,0.00097,0.00195,0.00746,0.00740,0.00806,12.59,42.96,44.44,135,2023/07/06
NBC News,0.01096,0.00007,0.00035,0.00288,0.00112,0.00045,0.00202,13.43,32.84,53.73,67,2023/07/06
New York Post,0.14201,0.00147,0.02159,0.00894,0.01637,0.01248,0.09177,8.889,35.56,55.56,45,2023/07/06
One America News Network (OAN),0.00595,0.00036,0.00222,0.00129,0.00337,0.00053,0.00248,8.333,62.5,29.17,24,2023/07/06
Reuters,0.00049,0.00004,0.00026,0.00018,0.00029,0.00005,0.00003,0.00000,66.67,33.33,9,2023/07/06
The Epoch Times,0.01149,0.00021,0.00129,0.00443,0.00211,0.00071,0.00098,11.43,56.19,32.38,105,2023/07/06
The Guardian (US),0.02981,0.00012,0.00052,0.00194,0.01194,0.00253,0.00644,13.0,39.0,48.0,100,2023/07/06
The Hill,0.05813,0.00006,0.00043,0.00106,0.04981,0.00058,0.00026,2.439,43.9,53.66,41,2023/07/06
The Wall Street Journal,0.00171,0.00005,0.00034,0.00038,0.00047,0.00013,0.00005,9.231,61.54,29.23,65,2023/07/06
The Washington Times,0.03851,0.00007,0.00106,0.00205,0.01576,0.00249,0.00090,5.333,44.0,50.67,75,2023/07/06
Washington Examiner,0.04204,0.00005,0.00050,0.00282,0.03023,0.00047,0.00020,5.0,33.33,61.67,60,2023/07/06
