name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.00787,0.00008,0.00047,0.00076,0.00078,0.00036,0.00641,12.5,54.17,33.33,48,2023/07/15
Fox News,0.02853,0.00010,0.00172,0.00219,0.01497,0.00060,0.00239,10.14,40.54,49.32,148,2023/07/15
NBC News,0.03262,0.00011,0.00099,0.01004,0.01589,0.00072,0.00037,20.0,25.71,54.29,70,2023/07/15
New York Post,0.09054,0.00079,0.01821,0.00309,0.02908,0.01444,0.01960,3.846,30.77,65.38,52,2023/07/15
Newsmax,0.00775,0.00006,0.00052,0.00190,0.00140,0.00078,0.00018,4.0,38.0,58.0,50,2023/07/15
Newsweek,0.03031,0.00015,0.00107,0.01050,0.01085,0.00205,0.00078,9.459,43.24,47.3,74,2023/07/15
One America News Network (OAN),0.02628,0.00028,0.00124,0.00116,0.00567,0.00341,0.00328,8.333,37.5,54.17,24,2023/07/15
Reuters,0.00215,0.00006,0.00031,0.00039,0.00034,0.00066,0.00006,9.091,18.18,72.73,11,2023/07/15
The Epoch Times,0.00724,0.00027,0.00167,0.00238,0.00188,0.00033,0.00314,10.58,58.65,30.77,104,2023/07/15
The Hill,0.02331,0.00005,0.00037,0.00023,0.02056,0.00008,0.00009,7.895,39.47,52.63,38,2023/07/15
The New York Times,0.02235,0.00015,0.00120,0.00071,0.00491,0.00168,0.01246,5.085,64.41,30.51,59,2023/07/15
The Wall Street Journal,0.00959,0.00005,0.00037,0.00021,0.00704,0.00032,0.00008,7.692,58.46,33.85,65,2023/07/15
The Washington Post,0.01977,0.00010,0.00084,0.00197,0.00841,0.00058,0.00021,18.48,38.04,43.48,92,2023/07/15
The Washington Times,0.04266,0.00176,0.01309,0.00390,0.01947,0.01374,0.01275,9.589,38.36,52.05,73,2023/07/15
Washington Examiner,0.01674,0.00005,0.00033,0.00062,0.00508,0.00332,0.00014,9.231,38.46,52.31,65,2023/07/15
