name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.03771,0.00009,0.00065,0.00600,0.00549,0.00071,0.01078,8.889,35.56,55.56,45,2022/06/13
BBC,0.01060,0.00011,0.00074,0.00576,0.00132,0.00177,0.00013,8.0,46.0,46.0,50,2022/06/13
Fox News,0.01374,0.00009,0.00394,0.00066,0.00202,0.00273,0.00062,18.07,45.18,36.75,166,2022/06/13
NBC News,0.05626,0.00021,0.00149,0.03384,0.00806,0.00047,0.00750,19.74,42.11,38.16,76,2022/06/13
New York Post,0.03712,0.00015,0.00221,0.00216,0.01065,0.00039,0.01507,18.6,37.21,44.19,43,2022/06/13
Newsmax,0.00791,0.00012,0.00092,0.00119,0.00130,0.00137,0.00210,8.108,48.65,43.24,37,2022/06/13
Newsweek,0.01960,0.00014,0.00115,0.00774,0.00406,0.00297,0.00044,12.37,51.55,36.08,97,2022/06/13
One America News Network (OAN),0.00142,0.00004,0.00026,0.00051,0.00038,0.00008,0.00004,0.00000,63.64,36.36,22,2022/06/13
Reuters,0.01167,0.00009,0.00040,0.00275,0.00096,0.00382,0.00034,5.714,42.86,51.43,35,2022/06/13
The Epoch Times,0.00542,0.00019,0.00142,0.00071,0.00181,0.00055,0.00047,7.843,59.8,32.35,102,2022/06/13
The Guardian (US),0.03821,0.00014,0.00144,0.01200,0.01524,0.00139,0.00250,16.84,43.16,40.0,95,2022/06/13
The Hill,0.01399,0.00012,0.00063,0.01027,0.00136,0.00030,0.00013,0.00000,54.55,45.45,44,2022/06/13
The New York Times,0.03088,0.00006,0.00042,0.00029,0.02591,0.00168,0.00013,14.52,59.68,25.81,62,2022/06/13
The Wall Street Journal,0.00643,0.00005,0.00035,0.00283,0.00136,0.00028,0.00011,9.091,65.15,25.76,66,2022/06/13
The Washington Post,0.02675,0.00008,0.00045,0.00899,0.00924,0.00245,0.00048,17.92,41.51,40.57,106,2022/06/13
The Washington Times,0.00479,0.00004,0.00024,0.00084,0.00145,0.00019,0.00008,9.677,45.16,45.16,31,2022/06/13
Washington Examiner,0.02837,0.00009,0.00547,0.00406,0.00251,0.00756,0.00241,9.231,44.62,46.15,65,2022/06/13
