name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.00948,0.00010,0.00051,0.00256,0.00190,0.00038,0.00021,5.128,30.77,64.1,39,2022/02/20
BBC,0.01524,0.00013,0.00119,0.00335,0.00884,0.00073,0.00022,22.64,45.28,32.08,53,2022/02/20
Fox News,0.02070,0.00019,0.00080,0.00682,0.00193,0.00097,0.00953,19.17,44.17,36.67,120,2022/02/20
NBC News,0.02921,0.00017,0.00084,0.01459,0.00476,0.00057,0.00146,4.762,38.1,57.14,63,2022/02/20
New York Post,0.08881,0.00018,0.00987,0.00132,0.03602,0.00666,0.00777,10.0,23.33,66.67,30,2022/02/20
Newsmax,0.03145,0.00011,0.00135,0.00326,0.02128,0.00042,0.00012,0.00000,32.43,67.57,37,2022/02/20
Newsweek,0.04126,0.00030,0.01140,0.00622,0.01664,0.00423,0.00354,5.556,43.33,51.11,90,2022/02/20
One America News Network (OAN),0.00329,0.00006,0.00039,0.00057,0.00065,0.00016,0.00035,16.0,52.0,32.0,25,2022/02/20
Reuters,0.02808,0.00053,0.00377,0.00080,0.00159,0.00046,0.02601,16.22,45.95,37.84,37,2022/02/20
The Epoch Times,0.00722,0.00020,0.00134,0.00071,0.00162,0.00091,0.00189,11.11,46.46,42.42,99,2022/02/20
The Guardian (US),0.04896,0.00048,0.00770,0.00304,0.00680,0.00152,0.02853,17.53,32.99,49.48,97,2022/02/20
The Hill,0.02514,0.00016,0.00056,0.01680,0.00597,0.00064,0.00024,3.333,40.0,56.67,30,2022/02/20
The New York Times,0.01604,0.00006,0.00052,0.00051,0.00441,0.00203,0.00015,9.375,59.38,31.25,64,2022/02/20
The Wall Street Journal,0.01204,0.00006,0.00029,0.00165,0.00049,0.00669,0.00006,13.85,66.15,20.0,65,2022/02/20
The Washington Post,0.01094,0.00007,0.00059,0.00183,0.00261,0.00240,0.00030,23.33,33.33,43.33,90,2022/02/20
The Washington Times,0.01774,0.00013,0.00086,0.00728,0.00182,0.00071,0.00029,9.091,36.36,54.55,33,2022/02/20
Washington Examiner,0.02172,0.00009,0.00055,0.00128,0.01550,0.00026,0.00018,7.812,35.94,56.25,64,2022/02/20
