name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.01256,0.00011,0.00084,0.00113,0.00314,0.00203,0.00012,0.00000,32.0,68.0,50,2022/07/06
BBC,0.00986,0.00012,0.00114,0.00234,0.00245,0.00113,0.00055,12.0,36.0,52.0,50,2022/07/06
Fox News,0.01819,0.00008,0.00066,0.00187,0.00662,0.00060,0.00389,16.96,35.09,47.95,171,2022/07/06
NBC News,0.01493,0.00013,0.00102,0.01052,0.00130,0.00025,0.00203,13.56,32.2,54.24,59,2022/07/06
New York Post,0.05783,0.00012,0.00129,0.00424,0.02067,0.00373,0.01218,15.0,27.5,57.5,40,2022/07/06
Newsmax,0.00387,0.00004,0.00036,0.00035,0.00122,0.00031,0.00005,2.703,54.05,43.24,37,2022/07/06
Newsweek,0.02035,0.00013,0.00092,0.00319,0.00181,0.00425,0.00054,3.604,50.45,45.95,111,2022/07/06
One America News Network (OAN),0.00451,0.00004,0.00035,0.00089,0.00109,0.00013,0.00008,0.00000,63.64,36.36,22,2022/07/06
Reuters,0.00300,0.00004,0.00023,0.00076,0.00057,0.00026,0.00007,10.26,41.03,48.72,39,2022/07/06
The Epoch Times,0.01479,0.00018,0.00114,0.00647,0.00251,0.00166,0.00153,14.15,51.89,33.96,106,2022/07/06
The Guardian (US),0.03735,0.00014,0.00093,0.00111,0.00235,0.01120,0.01317,13.25,27.71,59.04,83,2022/07/06
The Hill,0.01747,0.00004,0.00040,0.00022,0.00970,0.00182,0.00011,4.255,48.94,46.81,47,2022/07/06
The New York Times,0.00605,0.00008,0.00058,0.00224,0.00114,0.00025,0.00013,8.065,56.45,35.48,62,2022/07/06
The Wall Street Journal,0.00139,0.00008,0.00052,0.00023,0.00101,0.00013,0.00007,8.955,70.15,20.9,67,2022/07/06
The Washington Post,0.01754,0.00009,0.00040,0.00373,0.00390,0.00708,0.00018,12.75,42.16,45.1,102,2022/07/06
The Washington Times,0.00221,0.00012,0.00079,0.00043,0.00092,0.00022,0.00009,15.62,21.88,62.5,32,2022/07/06
Washington Examiner,0.02853,0.00012,0.00050,0.00152,0.01440,0.00151,0.00351,6.349,41.27,52.38,63,2022/07/06
