name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
Associated Press,0.02227,0.00010,0.00072,0.00212,0.00250,0.00285,0.00029,10.2,42.86,46.94,49,2022/07/09
BBC,0.02560,0.00010,0.00069,0.00333,0.01109,0.00716,0.00016,17.31,42.31,40.38,52,2022/07/09
Fox News,0.00692,0.00008,0.00058,0.00050,0.00212,0.00124,0.00019,12.43,39.05,48.52,169,2022/07/09
NBC News,0.01597,0.00008,0.00046,0.00178,0.00208,0.00415,0.00037,9.524,28.57,61.9,63,2022/07/09
New York Post,0.04457,0.00019,0.00221,0.00063,0.00467,0.00449,0.02220,14.29,35.71,50.0,42,2022/07/09
Newsmax,0.01597,0.00014,0.00106,0.00120,0.00240,0.00015,0.00893,5.405,37.84,56.76,37,2022/07/09
Newsweek,0.02479,0.00026,0.00353,0.00061,0.00483,0.00116,0.01296,8.0,53.33,38.67,75,2022/07/09
One America News Network (OAN),0.00232,0.00011,0.00096,0.00064,0.00088,0.00016,0.00010,7.143,64.29,28.57,28,2022/07/09
Reuters,0.02133,0.00007,0.00048,0.00243,0.00469,0.00166,0.00020,7.895,36.84,55.26,38,2022/07/09
The Epoch Times,0.00790,0.00013,0.00074,0.00083,0.00146,0.00140,0.00023,10.78,47.06,42.16,102,2022/07/09
The Guardian (US),0.03222,0.00021,0.00197,0.00230,0.01274,0.00163,0.00967,9.0,41.0,50.0,100,2022/07/09
The Hill,0.01302,0.00006,0.00048,0.00024,0.00229,0.00500,0.00035,4.0,58.0,38.0,50,2022/07/09
The New York Times,0.00653,0.00011,0.00091,0.00088,0.00159,0.00027,0.00075,5.882,52.94,41.18,68,2022/07/09
The Wall Street Journal,0.00580,0.00007,0.00053,0.00070,0.00099,0.00048,0.00007,10.45,59.7,29.85,67,2022/07/09
The Washington Post,0.02751,0.00006,0.00053,0.00333,0.01718,0.00025,0.00265,16.67,34.26,49.07,108,2022/07/09
The Washington Times,0.02449,0.00008,0.00046,0.00544,0.00175,0.00278,0.00178,7.143,33.33,59.52,42,2022/07/09
Washington Examiner,0.00834,0.00006,0.00050,0.00082,0.00273,0.00059,0.00051,3.125,42.19,54.69,64,2022/07/09
