name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01411,0.00013,0.00083,0.00163,0.00096,0.00632,0.00018,20.83,33.33,45.83,48,2023/10/01
Fox News,0.02958,0.00008,0.00062,0.00453,0.01439,0.00124,0.00313,12.23,46.76,41.01,139,2023/10/01
NBC News,0.04509,0.00015,0.01134,0.01002,0.00339,0.00084,0.00946,14.08,33.8,52.11,71,2023/10/01
New York Post,0.05489,0.00019,0.01724,0.01736,0.00536,0.00150,0.00758,18.37,30.61,51.02,49,2023/10/01
Newsmax,0.01501,0.00006,0.00034,0.00264,0.00125,0.00293,0.00007,5.882,33.33,60.78,51,2023/10/01
Newsweek,0.01780,0.00010,0.00085,0.00080,0.01118,0.00093,0.00030,12.66,48.1,39.24,79,2023/10/01
One America News Network (OAN),0.00267,0.00017,0.00145,0.00045,0.00120,0.00071,0.00022,21.74,43.48,34.78,23,2023/10/01
Reuters,0.07059,0.00017,0.05830,0.00153,0.01784,0.00058,0.00021,10.0,40.0,50.0,10,2023/10/01
The Epoch Times,0.01137,0.00014,0.00111,0.00109,0.00515,0.00071,0.00140,4.278,60.96,34.76,187,2023/10/01
The Hill,0.00950,0.00005,0.00031,0.00049,0.00248,0.00016,0.00583,7.317,24.39,68.29,41,2023/10/01
The New York Times,0.03561,0.00030,0.00248,0.00201,0.01237,0.00061,0.01737,7.273,60.0,32.73,55,2023/10/01
The Wall Street Journal,0.00710,0.00005,0.00044,0.00020,0.00108,0.00016,0.00369,11.76,55.88,32.35,68,2023/10/01
The Washington Times,0.01968,0.00008,0.00041,0.00213,0.00166,0.00931,0.00011,7.595,49.37,43.04,79,2023/10/01
Washington Examiner,0.02453,0.00012,0.00042,0.00377,0.00740,0.00691,0.00022,5.085,38.98,55.93,59,2023/10/01
