name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.03211,0.00020,0.00154,0.00132,0.00426,0.01004,0.00032,14.58,41.67,43.75,48,2023/10/13
Fox News,0.01938,0.00009,0.00050,0.00483,0.00253,0.00134,0.00065,16.13,36.13,47.74,155,2023/10/13
NBC News,0.05465,0.00019,0.00073,0.03109,0.00339,0.01200,0.00032,13.56,33.9,52.54,59,2023/10/13
New York Post,0.08617,0.00046,0.02318,0.00092,0.03605,0.00044,0.01922,17.78,31.11,51.11,45,2023/10/13
Newsmax,0.00349,0.00012,0.00088,0.00163,0.00111,0.00031,0.00006,2.0,62.0,36.0,50,2023/10/13
One America News Network (OAN),0.00297,0.00007,0.00053,0.00038,0.00080,0.00011,0.00006,13.04,65.22,21.74,23,2023/10/13
Reuters,0.00806,0.00005,0.00031,0.00267,0.00079,0.00023,0.00005,0.00000,40.0,60.0,10,2023/10/13
The Epoch Times,0.00290,0.00012,0.00091,0.00055,0.00111,0.00023,0.00028,6.011,55.74,38.25,183,2023/10/13
The Hill,0.02664,0.00004,0.00033,0.00065,0.01788,0.00071,0.00010,3.846,26.92,69.23,26,2023/10/13
The New York Times,0.01210,0.00007,0.00073,0.00167,0.00452,0.00061,0.00011,12.5,50.0,37.5,56,2023/10/13
The Wall Street Journal,0.00804,0.00004,0.00032,0.00379,0.00155,0.00015,0.00024,17.65,54.41,27.94,68,2023/10/13
The Washington Times,0.04588,0.00019,0.00646,0.00522,0.02395,0.00090,0.00017,10.26,43.59,46.15,78,2023/10/13
Washington Examiner,0.00863,0.00005,0.00030,0.00207,0.00095,0.00036,0.00024,12.5,32.14,55.36,56,2023/10/13
