name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.03492,0.00014,0.00115,0.00799,0.00494,0.01216,0.00032,10.64,38.3,51.06,47,2023/10/15
Fox News,0.01740,0.00007,0.00047,0.00245,0.00393,0.00319,0.00110,14.19,37.42,48.39,155,2023/10/15
NBC News,0.02978,0.00014,0.00065,0.02263,0.00251,0.00236,0.00132,22.41,32.76,44.83,58,2023/10/15
New York Post,0.06133,0.00022,0.00547,0.00387,0.02509,0.00262,0.01676,11.11,28.89,60.0,45,2023/10/15
Newsmax,0.02664,0.00011,0.00059,0.01500,0.00185,0.00286,0.00016,8.0,42.0,50.0,50,2023/10/15
One America News Network (OAN),0.02083,0.00011,0.00074,0.00813,0.00156,0.00054,0.00191,8.696,56.52,34.78,23,2023/10/15
Reuters,0.02504,0.00007,0.00028,0.01166,0.00088,0.00293,0.00008,10.0,20.0,70.0,10,2023/10/15
The Epoch Times,0.01013,0.00015,0.00127,0.00187,0.00522,0.00057,0.00014,5.263,55.26,39.47,190,2023/10/15
The Hill,0.00271,0.00003,0.00019,0.00037,0.00041,0.00049,0.00004,7.407,37.04,55.56,27,2023/10/15
The New York Times,0.01977,0.00024,0.00276,0.00247,0.00358,0.00059,0.00202,12.96,55.56,31.48,54,2023/10/15
The Wall Street Journal,0.02096,0.00007,0.00044,0.00528,0.00591,0.00233,0.00026,13.24,58.82,27.94,68,2023/10/15
The Washington Times,0.03801,0.00013,0.00060,0.00889,0.01111,0.00508,0.00015,10.26,51.28,38.46,78,2023/10/15
Washington Examiner,0.02688,0.00012,0.00067,0.00976,0.00292,0.00320,0.00013,0.00000,31.67,68.33,60,2023/10/15
