name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.01963,0.00008,0.00056,0.00113,0.01087,0.00098,0.00176,15.56,42.22,42.22,45,2023/10/03
Fox News,0.02943,0.00010,0.00277,0.00166,0.01045,0.00196,0.00119,13.01,30.82,56.16,146,2023/10/03
NBC News,0.02947,0.00021,0.00076,0.02195,0.00475,0.00091,0.00060,7.895,43.42,48.68,76,2023/10/03
New York Post,0.04699,0.00010,0.00471,0.00037,0.01991,0.00124,0.01221,13.04,23.91,63.04,46,2023/10/03
Newsmax,0.02045,0.00010,0.00123,0.00220,0.00238,0.00416,0.00161,4.0,52.0,44.0,50,2023/10/03
Newsweek,0.01559,0.00012,0.00086,0.00124,0.00300,0.00340,0.00033,8.75,56.25,35.0,80,2023/10/03
One America News Network (OAN),0.00215,0.00006,0.00060,0.00020,0.00116,0.00008,0.00005,8.696,60.87,30.43,23,2023/10/03
Reuters,0.02303,0.00005,0.00028,0.00049,0.00751,0.00395,0.00007,0.00000,50.0,50.0,10,2023/10/03
The Epoch Times,0.01320,0.00018,0.00137,0.00097,0.00546,0.00153,0.00243,8.511,60.64,30.85,188,2023/10/03
The Hill,0.04493,0.00006,0.00313,0.00021,0.03398,0.00227,0.00060,3.03,54.55,42.42,33,2023/10/03
The New York Times,0.02299,0.00005,0.00039,0.00054,0.01812,0.00047,0.00006,11.11,40.74,48.15,54,2023/10/03
The Wall Street Journal,0.01262,0.00005,0.00039,0.00122,0.01022,0.00012,0.00004,12.31,53.85,33.85,65,2023/10/03
The Washington Times,0.01000,0.00006,0.00041,0.00129,0.00208,0.00040,0.00008,8.974,55.13,35.9,78,2023/10/03
Washington Examiner,0.04217,0.00004,0.00026,0.00033,0.03016,0.00106,0.00007,6.897,37.93,55.17,58,2023/10/03
