name,toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,positive,neutral,negative,count,date
BBC,0.02721,0.00014,0.00108,0.00492,0.01837,0.00084,0.00255,13.64,40.91,45.45,44,2023/10/06
Fox News,0.02693,0.00011,0.00099,0.00316,0.00539,0.00188,0.00584,14.09,34.9,51.01,149,2023/10/06
NBC News,0.01535,0.00008,0.00044,0.00250,0.00150,0.00025,0.00835,11.84,35.53,52.63,76,2023/10/06
New York Post,0.04856,0.00048,0.02262,0.00115,0.00448,0.00068,0.02686,19.05,40.48,40.48,42,2023/10/06
Newsmax,0.00743,0.00007,0.00064,0.00079,0.00386,0.00032,0.00007,4.082,38.78,57.14,49,2023/10/06
One America News Network (OAN),0.00728,0.00005,0.00034,0.00052,0.00117,0.00018,0.00247,8.696,56.52,34.78,23,2023/10/06
Reuters,0.00062,0.00009,0.00052,0.00023,0.00042,0.00011,0.00005,20.0,60.0,20.0,10,2023/10/06
The Epoch Times,0.01159,0.00009,0.00066,0.00350,0.00128,0.00186,0.00086,5.914,65.59,28.49,186,2023/10/06
The Hill,0.04639,0.00007,0.00035,0.00026,0.02065,0.01942,0.00013,4.0,40.0,56.0,25,2023/10/06
The Wall Street Journal,0.00746,0.00005,0.00124,0.00049,0.00205,0.00021,0.00015,14.93,52.24,32.84,67,2023/10/06
The Washington Times,0.01609,0.00007,0.00049,0.00366,0.00356,0.00333,0.00014,10.26,39.74,50.0,78,2023/10/06
Washington Examiner,0.01314,0.00006,0.00047,0.00404,0.00523,0.00043,0.00015,7.018,49.12,43.86,57,2023/10/06
